id,fold,topic,label,text1,text2
wiqa-743-9-p,9,recycling,else,The truck picks up the recycling,mother births her baby after nine months
wiqa-492-0-p,0,kidney,else,you exercise often,the kidney work less efficiently
wiqa-1259-3-p,1,ice cubes,else,more warm days,A volcano begins to erupt
wiqa-1724-4-p,2,photosynthesis,else,"more light, water, minerals, carbon dioxide mix together",MORE cells being damaged
wiqa-484-2-p,3,rabbit,else,less males available due to harsh environment,LESS global warming
wiqa-1113-4-p,4,liver,else,You catch higher contagious Hepatitis,MORE waste being removed from the body
wiqa-1878-2-p,5,recycling,else,more trash is generated,MORE oxygen being brought to the body
wiqa-329-10-p,6,weathering,else,erosion is slowed down,MORE salt being removed from the water
wiqa-1191-10-p,7,fossilization,else,there will be more minerals dissolved,less bouncing of sound waves
wiqa-2001-13-p,8,transport,else,less coal is removed,LESS butterflies
wiqa-1413-7-p,9,lungs,else,long deep breaths are taken to increase air flow,water is absorbed into the clouds and condensate
wiqa-346-0-p,0,plant crops,else,there is already an irrigation system in place,LESS or SLOWER weathering occurring
wiqa-1753-5-p,1,cake,else,more eggs are used,a SMALLER spread of the virus
wiqa-1351-11-p,2,plant crops,else,there are fewer crops planted,The cool air increases
wiqa-542-9-p,3,bee hive,else,there will be more bees,MORE use of water by the plant
wiqa-1380-1-p,4,acid rain,else,companies are required to clean after the mess they do,more coal is added
wiqa-1011-1-p,5,pollination,else,other insects invade the bee hive,less thunderstorms are formed
wiqa-1891-11-p,6,desalination,else,water will boil more quickly,there is less water and nutrients moving from the soil
wiqa-101-8-p,7,mountain,else,the earth doesn't move at all,STRONGER echolocation
wiqa-184-13-p,8,desalination,else,there is less evaporation,HURTING the squirrels to survive winter
wiqa-982-5-p,9,lung,else,Your lungs are inflamed with pneumonia,less of the remains liquefy
wiqa-343-0-p,0,plant crops,else,there is less land,the rotor rotates more
wiqa-839-7-p,1,auditory,else,The ear drum changes less sound into vibration,less sunlight enters the cell
wiqa-366-5-p,2,wind electricity,else,the spins of the shaft spins more in the wind,more oxygen enters the body
wiqa-1450-1-p,3,frog,else,more frogs dead due to environmental changes,less coal is removed
wiqa-736-1-p,4,ice cubes,else,the weather is cooler and the demand for ice is low,more oxygen wlil reach the cells
wiqa-1019-3-p,5,plant,else,plants will not reproduce,MORE flowers being pollinated
wiqa-751-2-p,6,coal-powered electricity,else,using more coal,crude oil is discovered
wiqa-389-11-p,7,perspiration,else,person overheats in the sun,lava chambers are aggravated with build up pressure
wiqa-1919-10-p,8,pollination,else,more pollen is produced,Proteins and acids are in the liver
wiqa-1699-10-p,9,frog,else,more frogs are made,HURTING owls to hunt at night
wiqa-1970-9-p,0,sedimentary rock,else,fewer rocks are eroded,LESS butterflies
wiqa-542-3-p,1,bee hive,else,The summer coming to an end,a SMALLER volcanic eruption
wiqa-1181-9-p,2,gasoline,else,there will be more oil removed,the freezer is faulty
wiqa-1498-1-p,3,oxygen,else,taking less deep breaths,the liver turns more glucagon into glucose
wiqa-31-3-p,4,seed dispersal,else,the seeds are covered in mold,a smaller aircraft is used
wiqa-96-8-p,5,oil heating,else,lower temperature sensed,not rinsing the dishes more before washing them
wiqa-1310-6-p,6,pumpkin,else,you water the pumpkin less,more frogs will have more mates
wiqa-976-3-p,7,dishwasher,else,they dishwasher was empty,MORE SEVERE disease occurring
wiqa-943-3-p,8,human,else,less birth-control used,there is no chemicals in the stomach
wiqa-1833-13-p,9,rain,else,lowering cloud particles,LESS body cooling occurring
wiqa-17-7-p,0,lungs,else,The person may breathe more rapidly,MORE or LARGER ravines forming
wiqa-664-7-p,1,rain,else,the water doesn't grow in size,LESS damage by acid rain
wiqa-136-6-p,2,icberg,else,water temperature increases,A volcano begins to erupt
wiqa-455-7-p,3,frog,else,less frogs make it to the water to lay eggs,MORE sedimentary rock forming
wiqa-1483-2-p,4,butterfly,else,more butterflies in the environment,LESS waste being removed from the body
wiqa-634-5-p,5,pancake,else,the griddle is not heated,MORE flowers being pollinated
wiqa-99-8-p,6,mountain,else,fewer mountains are formed,more steam created
wiqa-207-2-p,7,sediment,else,Sediment gets transported to a river,HURTING the letter to be mailed
wiqa-780-10-p,8,coal power plant,else,there will be less pressure in the bolier,MORE forest formation
wiqa-666-7-p,9,rain,else,there is less rain,If less food is eaten
wiqa-404-12-p,0,desalination,else,less salt to remove,pancreas releases more insulin
wiqa-1767-1-p,1,lungs,else,you smoke less by half,My pancreas processed the glucose
wiqa-1087-12-p,2,gasoline,else,more oil makes it to the refinery,clean water will enter the system
wiqa-1474-5-p,3,solar panel,else,more sunlight enters the cell,more transcription
wiqa-1272-10-p,4,respiration,else,more air is pulled into the lungs,Someone develops pancreatic cancer
wiqa-888-12-p,5,photosynthesis,else,plants will be unable to mix carbon dioxide with light,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-1491-7-p,6,liver,else,the blood is not able to produce energy,MORE or GREATER eruptions
wiqa-682-8-p,7,lungs,else,if a lot of oxygen is available in the environment,if the human body takes less breaths
wiqa-522-3-p,8,coal heating,else,less coal delivered,MORE or GREATER eruptions
wiqa-677-11-p,9,owl,else,The owl sees more prey,more people breathe
wiqa-396-8-p,0,acid rain,else,more chemicals are released,more eggs are laid
wiqa-952-3-p,1,desalination,else,more water reaches cracks already filled with water,more sediments pile on top
wiqa-1051-11-p,2,fish,else,more larvae will hatch,HELPING the letter to be mailed
wiqa-979-14-p,3,dishwasher,else,more water drains out,MORE damage by acid rain
wiqa-157-5-p,4,rust,else,more acid is formed,more limestone would disintegrate
wiqa-269-5-p,5,lungs,else,If less air is available,More copper wire is wrapped around the metal
wiqa-71-10-p,6,photosynthesis,else,water will be broken into oxygen,MORE heat for the house
wiqa-1719-6-p,7,photosynthesis,else,more carbon dioxide enters the leaf,LESS sediment being transported
wiqa-1220-0-p,8,volcanic eruption,else,there is less gas bubbles produced,If the magma stays in the ground and decreases
wiqa-1173-8-p,9,bacteria,else,large amount of bacteria entering body,LESS oxygen being brought to the body
wiqa-1924-4-p,0,pancake,else,"more milk, eggs, and butter are mixed",the liver having to work HARDER
wiqa-584-4-p,1,greenhouse,else,plants absorbs more sunlight,LARGER mountains
wiqa-1767-0-p,2,lungs,else,You smoke less tar by using a vape pen,less ice crystals become snowflakes
wiqa-539-7-p,3,bee hive,else,less honeycomb for storage,there will more of a chance of rain
wiqa-2018-4-p,4,sediment,else,there is more particles in the rivers,MORE babies
wiqa-361-12-p,5,coal-powered electricity,else,less heat generated,less wax is chewed
wiqa-273-14-p,6,lungs,else,more oxygen reaches the lungs,a GREATER negative effect on animals
wiqa-789-8-p,7,fossilization,else,plants die in soft soil more often,less rockets will be able to fly
wiqa-152-6-p,8,black hole,else,more stars burn,less oil will be used
wiqa-1694-3-p,9,bird,else,less eggs hatched,MORE minerals forming
wiqa-2100-9-p,0,rain,else,there is less vapor in the air,the magma heats up less
wiqa-1381-10-p,1,acid rain,else,less substances rise into the high atmosphere,there will be more plants to grow
wiqa-1414-8-p,2,lungs,else,Medicine is used to dilate blood vessels,more eggs hatch to form caterpillars
wiqa-836-12-p,3,radioactive atoms,else,less radioactive decay happens,New frogs are introduced more frequently in the pond
wiqa-1768-9-p,4,lungs,else,You begin long distance running more,MORE or MORE POWERFUL lightning
wiqa-361-9-p,5,coal-powered electricity,else,less coal to burn,less glucose can travel the plant
wiqa-1235-4-p,6,respiration,else,more air available,a GREATER volcanic eruption
wiqa-257-8-p,7,sedimentary rock,else,no mineral formation in rocks,a bigger capsule is built
wiqa-276-3-p,8,recycling,else,less people recycle aluminum,less sound moves to the inner ear
wiqa-649-7-p,9,kidney,else,kidney suffers from failure,More women will get pregnant
wiqa-13-6-p,0,evaporation,else,water is exposed to less heat energy,No sugar ingested
wiqa-2058-14-p,1,fossilization,else,more hard plant parts replaced by minerals,more food is taken in
wiqa-740-4-p,2,ice cubes,else,you use a bigger ice cube tray,a GREATER amount of oxygen being delivered to the blood stream
wiqa-1206-1-p,3,insulin,else,I am back to normal,LESS fish
wiqa-252-6-p,4,sedimentary rock,else,less minerals between sediment,MORE aluminum cans being recycled
wiqa-88-3-p,5,acid rain,else,the government regulates coal emissions,The evaporated water levels decrease
wiqa-1694-11-p,6,bird,else,more adult birds,more absorption of aluminum from the soil
wiqa-754-3-p,7,white dwarf,else,less gravity of the star decreases energy,the liver having to work HARDER
wiqa-50-14-p,8,acid rain,else,Acid rainwater will soak up more chemicals,lung continuously expands to make more oxygen
wiqa-1663-10-p,9,rabbit,else,no mating takes place,LESS coffee being made
wiqa-619-9-p,0,camping,else,you will feel more refreshed,HELPING the animal to hibernate properly
wiqa-945-3-p,1,human,else,fetus develops in nine months,coils do not rotate correctly
wiqa-2104-0-p,2,gasoline,else,oil reserves have dried up,more seed production
wiqa-1774-8-p,3,acid rain,else,more sulfur oxides are formed,less water enters cracks
wiqa-1760-8-p,4,pollination,else,the season is very temperate,there is less hormones being produced
wiqa-1260-5-p,5,ice cubes,else,more ice cube trays used,more plants produce flowers
wiqa-1679-6-p,6,camping,else,shelter your food from bears more,the detergent has to work harder
wiqa-933-13-p,7,acid rain,else,"acid rain from the river, kill water life and plant life",There are no strands of DNA
wiqa-123-11-p,8,water purifier,else,The filter will work efficiently,less electricity produced
wiqa-1021-8-p,9,plant,else,the sprouted seed makes more of a root system,MORE body cooling occurring
wiqa-767-14-p,0,pollination,else,more pollen falls off the bee,More chemicals in the soil
wiqa-70-11-p,1,photosynthesis,else,more sunlight hits chloroplasts,LESS seed dispersal
wiqa-622-2-p,2,bird's nest,else,there are more trees in the area,MORE or LARGER mushrooms
wiqa-981-0-p,3,dishwasher,else,they are just the regular jets that come standard with the dishwasher,fewer waves hit the coast
wiqa-1169-12-p,4,bacteria,else,there will be more toxins,less items go into the baler
wiqa-1498-3-p,5,oxygen,else,taking more deep breaths,plants have access to less water
wiqa-1618-8-p,6,human,else,if birth control methods are used,there will be more pollinators
wiqa-1609-4-p,7,writing and posting a letter,else,pen is placed in person's hand,LESS or SLOWER erosion of rocks
wiqa-378-5-p,8,vegetables,else,some seeds damaged,more new aluminum products are made
wiqa-2007-11-p,9,forest,else,the forest is not made of trees,less food travels into the stomach
wiqa-1178-7-p,0,recycling,else,more items are placed in recycling containers,the fruit and seeds are rapidly excreted
wiqa-1298-10-p,1,virus,else,less cells being damaged,a LESS EXTENSIVE camping trip
wiqa-1538-12-p,2,seed dispersal,else,more waste with seeds is produced,the plant remains are buried less quickly by sediment
wiqa-671-7-p,3,weathering,else,there is more pressure on rocks,more heat connected to boiler
wiqa-991-0-p,4,snow,else,a cold winter occurs,LESS or SMALLER pumpkins
wiqa-382-8-p,5,vegetables,else,fertile fertilized seed,less carbon dioxide enters the leaves
wiqa-1756-3-p,6,pollination,else,the bee is having trouble flying,more turbines working with magnets
wiqa-1153-7-p,7,lungs,else,there is no clean air,water is evaporated into the clouds
wiqa-1115-10-p,8,oxygen,else,more oxygen will be carried around the body,LESS waste being removed from the body
wiqa-516-12-p,9,butterfly,else,butterflies lay more eggs,Food is consumed
wiqa-362-8-p,0,coal-powered electricity,else,steam can spin propeller,lava chambers are aggravated with build up pressure
wiqa-829-8-p,1,weathering,else,less wind for displacement,less rain falls to earth
wiqa-66-1-p,2,transport,else,coal prices might  drop,LESS or SMALLER mushrooms
wiqa-633-3-p,3,pollination,else,more flowering plants,MORE birds
wiqa-1222-2-p,4,rust,else,the climate changes,no carbonic acid is formed
wiqa-381-12-p,5,vegetables,else,seeds might not germinate,more molecules change from liquid to gas
wiqa-593-13-p,6,dishwasher,else,less soapy water will spray onto the dishes,bees fly to less areas
wiqa-551-7-p,7,oil,else,fewer remains are buried,MORE evaporation
wiqa-366-13-p,8,wind electricity,else,the rotor will spin at a more rapid rate,less waste is removed from the blood stream
wiqa-1981-12-p,9,plant,else,the seed is not a flower plant,the animal is better prepared
wiqa-351-4-p,0,green plants,else,less sunlight shines on plants,LESS babies
wiqa-801-7-p,1,white dwarf,else,there is more hydrogen in the star,lung continuously expands to make more oxygen
wiqa-1431-2-p,2,muscles,else,there are more electrical signals in the brain,more desalination occurs
wiqa-1614-11-p,3,tree rings,else,tree is unable to grow,MORE or LARGER caverns
wiqa-546-14-p,4,owl,else,the owl can not grab its prey,the plant's flower receives glucose
wiqa-83-11-p,5,steam engine,else,there is no coal available,more rain will fall
wiqa-1618-3-p,6,human,else,we are facing an extinction,LESS babies
wiqa-399-6-p,7,acid rain,else,more  chemicals mix in clouds,The rocks will not break apart
wiqa-380-4-p,8,vegetables,else,A source of water is available,energy builds up more
wiqa-1881-3-p,9,ravine,else,the river dries up before the gash is cut,more seeds are planted
wiqa-1910-0-p,0,rain,else,there is a drought,less coal is added
wiqa-461-12-p,1,fish,else,there will be less eggs to incubate,MORE regulation of blood sugar level being needed
wiqa-740-12-p,2,ice cubes,else,it will take longer to freeze,no water will come into contact with rock
wiqa-481-5-p,3,rabbit,else,a couple of rabbits mate with each other,a SMALLER hive
wiqa-605-8-p,4,DNA replication,else,Having a strong DNA system,Less precipitation falling on the ground
wiqa-1807-4-p,5,kidney,else,Kidneys produce urine after filtering the blood,MORE plants
wiqa-1569-10-p,6,erosion by ocean,else,less ocean water breaks tocks off of cliffs,less rain from the sky
wiqa-364-15-p,7,coal-powered electricity,else,Turbines rotate  less efficiently and don't create efficient actions,acid rain remains absorbed in the soil
wiqa-1601-3-p,8,lung,else,muscles expand for more air,less babies will be born
wiqa-1792-6-p,9,echolocation,else,if more bats are asleep,less carbon atoms rearrange
wiqa-1241-13-p,0,plant,else,more seeds are produced in a fruit,more birds spread the pollenating product
wiqa-417-9-p,1,global warming,else,less heat is trapped in the atmosphere,less rockets will be launched into space
wiqa-1533-4-p,2,seed dispersal,else,more fruit is produced,LESS babies
wiqa-141-2-p,3,forest,else,there is no wind,fewer roots will break from the seed
wiqa-1738-4-p,4,blood,else,the liver breaks down less proteins and acids,more pressure created
wiqa-341-13-p,5,plant crops,else,Better crop watering,LESS ice cubes being made
wiqa-576-11-p,6,dishwasher,else,there might be an overflow,LESS food being digested
wiqa-621-7-p,7,camping,else,more fish are caught,MORE ice cubes being made
wiqa-1174-4-p,8,recycling,else,more items broken into small parts,HELPING the skin go repair itself
wiqa-661-2-p,9,writing and posting a letter,else,you need to write less letters,Bones are being pulled closer together
wiqa-1598-13-p,0,cloud,else,less water condenses,more owls see rodents
wiqa-1702-11-p,1,writing and posting a letter,else,the letter will be properly sorted,there are fewer clouds
wiqa-721-14-p,2,oil heating,else,less oil is bought,Bones will be replaced with less minerals in the soil
wiqa-567-9-p,3,treating a cut,else,more scabs form,less layers of sediment
wiqa-1802-6-p,4,bird,else,mother bird dies,MORE erosion by the ocean
wiqa-1248-5-p,5,bacteria,else,The cut in the skin is larger,HURTING the letter to be mailed
wiqa-1943-6-p,6,fish,else,matured fish grows from larvae,LESS or WEAKER earthquakes
wiqa-286-7-p,7,stomach,else,If a lot of food is eaten,there is more than one egg in the fallopian tube
wiqa-999-2-p,8,kidney,else,there is more waste in the blood,a SMALLER greenhouse effect
wiqa-686-12-p,9,lungs,else,more air enters the bronchial tissue,MORE fish
wiqa-168-3-p,0,coal power plant,else,fewer people want to use coal,more eggs won't incubate
wiqa-1146-14-p,1,cloud,else,more water in the air condenses,LESS coffee being made
wiqa-265-14-p,2,mountain,else,more pushing upwards of rocks,more proliferation and migration
wiqa-273-3-p,3,lungs,else,a person may enter an oxygen rich area,less minerals replace the hard parts of the plant
wiqa-1128-13-p,4,virus,else,more virus enter cell,MORE sugar and oxygen being produced
wiqa-1699-5-p,5,frog,else,fewer tadpoles survive,HURTING the letter to be mailed
wiqa-38-12-p,6,pollution,else,companies might be moved overseas,LESS rain
wiqa-556-2-p,7,oil,else,more plants and die died,antiseptic is used
wiqa-1248-9-p,8,bacteria,else,Less bacteria will enter the wound,LESS power produced by the steam engine
wiqa-1745-13-p,9,lightning,else,more electrostatic charge is created,MORE global warming
wiqa-1824-11-p,0,frog,else,more tadpoles will break free,larger oven available
wiqa-1991-9-p,1,oil,else,compressing will happen more quickly,more coal pollution goes into the clouds
wiqa-500-6-p,2,liver,else,more alcohol is consumed and turned into waste,air is absorbed through the lung
wiqa-183-12-p,3,desalination,else,water will evaporate more quickly,LESS flowers being pollinated
wiqa-1611-13-p,4,tree rings,else,The tree rings become larger,less muscle movement occurs
wiqa-487-7-p,5,blood,else,less food is taken into the body,more oxygen to bloodstream
wiqa-481-0-p,6,rabbit,else,there is no rabbits in the area,There is less vegetation
wiqa-333-8-p,7,weathering,else,more pieces of the rock removed,more oxygen binds to hemoglobin
wiqa-1828-11-p,8,lung,else,less air goes into the lungs,Less oxygen taken in
wiqa-1756-1-p,9,pollination,else,the bees fly quickly,the streams and rivers are larger
wiqa-451-2-p,0,flashlight,else,the batteries are old,more tadpoles will break free
wiqa-81-1-p,1,pancreas,else,a person has a good relationship with food,more flowers wil be pollinated
wiqa-1445-0-p,2,lungs,else,the person is breathing oxygen through a mask,LESS digestion occuring
wiqa-853-7-p,3,kidney,else,the renal artery delivers more blood to the kidneys,more water available
wiqa-1920-5-p,4,pollination,else,bee is placed on plant,more coal is dug up
wiqa-1835-3-p,5,rain,else,there is enough condensation for the vapor to form,MORE or GREATER eruptions
wiqa-2107-14-p,6,gasoline,else,less trucks hauling oil,there is more water turned into vapor
wiqa-643-13-p,7,coffee,else,not as much water is needed to bring out the flavour,LESS cells being damaged
wiqa-90-0-p,8,acid rain,else,political agitation keeps them open,more sediment builds up over the remains
wiqa-1716-5-p,9,ice cubes,else,there is less water available,the envelope can be smaller
wiqa-1017-5-p,0,launching a satelite,else,less rockets are filled with fuel,the squirrels win not gain weight and fat
wiqa-1910-12-p,1,rain,else,there is less vapour to cool down,more water absorbed through roots
wiqa-1011-13-p,2,pollination,else,More pollen is distributed to other areas,weather is cold
wiqa-877-13-p,3,acid rain,else,more water reaches a toxic level from the soil,more magma solidifies
wiqa-96-5-p,4,oil heating,else,thermostat does not sense tempertaure dorp,a LARGER hive
wiqa-711-6-p,5,electromagnet,else,more wire available,more pressure builds up in the Sun
wiqa-399-0-p,6,acid rain,else,less chemicals produced,more coal is mixed with hot air
wiqa-704-0-p,7,sewing machine,else,less energy is released,less coal is loaded
wiqa-1922-1-p,8,pancake,else,the milk is measured wrong,less evaporating water is collected in the process
wiqa-1403-5-p,9,rabbit,else,there are fewer predators,molecules absorb more energy
wiqa-193-9-p,0,erosion by ocean,else,waves will slow down and be lower,more sedimentary rocks
wiqa-782-10-p,1,coal power plant,else,more electricity would be produced,less oxygen brought into the cells
wiqa-717-9-p,2,nuclear power plant,else,More heat is generated,the roots are not able to absorb water
wiqa-1357-10-p,3,bee hive,else,the bees make more hexagonal cylinders,If a lake has a lower level of water
wiqa-738-5-p,4,ice cubes,else,you fill more trays with water,more water reaches a zone already filled with water
wiqa-862-9-p,5,transport,else,less coal will be pulverised,LESS passengers being transported
wiqa-544-10-p,6,bee hive,else,more honey is produced,there will be more water cubes being frozen
wiqa-445-3-p,7,perspiration,else,more sunny days,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-723-6-p,8,oil heating,else,oil is transferred to stove,the blood is more contaminated
wiqa-2069-10-p,9,pancreas,else,more food affecting blood suagr,more trees die
wiqa-1688-3-p,0,cloud,else,the air is thinner,the crust will take longer to break
wiqa-28-6-p,1,seed dispersal,else,more animals eat seeds,you put more stamps on the front
wiqa-437-5-p,2,hibernation,else,An animal does not eat a lot of food,HURTING the animal to hibernate properly
wiqa-1602-7-p,3,lung,else,more carbon dioxide enters alveoli,fewer eggs are laid
wiqa-1307-1-p,4,pumpkin,else,My kids have no interest,more seeping into rocks occurs
wiqa-541-5-p,5,bee hive,else,More wax is chewed,LESS ice cubes being made
wiqa-473-14-p,6,human,else,less babies born,more soil available
wiqa-1117-4-p,7,oxygen,else,less red blood cells carry oxygen,LESS or SMALLER nests
wiqa-2029-0-p,8,hibernation,else,during Spring,more digestive juices from pancreas to small intestine
wiqa-102-4-p,9,mountain,else,lava chambers are aggravated with build up pressure,MORE sedimentary rock forming
wiqa-176-10-p,0,white dwarf,else,the carbon and oxygen didn't bond,the heat is lowered
wiqa-1153-4-p,1,lungs,else,air is cleared of carbon dioxide,the liver having to work SOFTER
wiqa-436-4-p,2,digestion,else,a person is told they must be larger,there is less current in the sea
wiqa-1397-3-p,3,plant,else,seeds get watered,air is cleared to move to the bloodstream
wiqa-30-4-p,4,cloud,else,warm air turns into vapor that is condensed,LESS birds
wiqa-1110-10-p,5,liver,else,less bile is created,MORE or LARGER mushrooms
wiqa-2038-13-p,6,oil,else,more pressure occurs,more air in the lungs
wiqa-1582-0-p,7,acid rain,else,there are on rain clouds,"more milk, eggs, and butter are mixed"
wiqa-1128-2-p,8,virus,else,more virus enters a body,more skin is damaged
wiqa-1173-6-p,9,bacteria,else,less bacteria enters the body,less warm air rises
wiqa-2101-3-p,0,rain,else,the amount of water is less,less liver work occurs
wiqa-1459-7-p,1,hibernation,else,less food available,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-1096-1-p,2,pollution,else,drastic change in air pollution,more air is pulled from outside the body
wiqa-2027-3-p,3,hibernation,else,the animal is not hungry,less teenagers become adults
wiqa-1588-9-p,4,frog,else,there is no tadpole to grow,more bones are left behind
wiqa-122-14-p,5,water purifier,else,more chemicals in water,more urine leaves the kidneys
wiqa-350-13-p,6,green plants,else,more inputs to convert into sugars,more magma is solidified
wiqa-880-9-p,7,pancreas,else,less fats breaking down,more food and gear is packed
wiqa-87-14-p,8,acid rain,else,less coal pollution enters clouds,soil becomes less fertile
wiqa-267-10-p,9,mountain,else,there will be more volcanoes,MORE electricity being produced
wiqa-1167-5-p,0,fish,else,less fry emerge,MORE seed dispersal
wiqa-99-9-p,1,mountain,else,there are fewer fissures,more sediment in the waves
wiqa-151-6-p,2,black hole,else,fewer stars burn,MORE frogs
wiqa-1136-0-p,3,weathering,else,there is less acid in the rocks,the bees land on less flowers
wiqa-749-11-p,4,coal-powered electricity,else,the water will heat more quickly,MORE minerals forming
wiqa-453-9-p,5,flashlight,else,bright beam of light,LESS salt being removed from the water
wiqa-1964-11-p,6,auditory,else,fewer sound waves will be detected,LESS antibodies being ready to fight disease
wiqa-1406-14-p,7,rabbit,else,baby rabbit is cared for until it is an adult rabbit,more moisture in clouds
wiqa-267-4-p,8,mountain,else,earthquakes become larger,more current flows through wire
wiqa-18-10-p,9,lungs,else,the person will be breathing less heavily and taking in more air,If a lake has a lower level of water
wiqa-48-6-p,0,skateboard,else,an decrease in your level of balance,LESS vegetables
wiqa-1747-1-p,1,lightning,else,less ice bumps to each other in the cloud,it becomes more cold
wiqa-782-5-p,2,coal power plant,else,the turbine spins less quickly,LESS sugar and oxygen being produced
wiqa-255-0-p,3,sedimentary rock,else,minerals are used for mineral water,LESS oil arriving at gas stations
wiqa-899-2-p,4,igneous rock,else,more rock available,LESS sound being detected
wiqa-1113-13-p,5,liver,else,Your liver will be more severely damaged,more encouragement is given to people who recycle
wiqa-869-12-p,6,liver,else,the liver has to regulate less,Your body accomplishes less vasoconstriction
wiqa-559-6-p,7,digestion,else,less enzymes are pumped into small intestine,MORE body cooling occurring
wiqa-778-12-p,8,coal power plant,else,the turbine spins more slowly,a LARGER hive
wiqa-940-13-p,9,human,else,more fetuses grow,sweat glands become less active
wiqa-1117-2-p,0,oxygen,else,the lungs remove more oxygen,HELPING the letter to be mailed
wiqa-865-13-p,1,transport,else,Coal cannot be grinded,the lung is defective
wiqa-1069-5-p,2,mineral,else,Magma rises the temperature decreases,fewer eggs hatch
wiqa-721-0-p,3,oil heating,else,there is a glut of oil,less heat connected to boiler
wiqa-7-11-p,4,flood,else,there may be a drought,HURTING the animal to hibernate properly
wiqa-847-2-p,5,seed dispersal,else,humans destroy the plant habitats,LESS waste being removed from the body
wiqa-1314-0-p,6,bee hive,else,It is storming,more time needed
wiqa-456-3-p,7,frog,else,tadpoles are able to swim to more food sources,MORE seed dispersal
wiqa-158-2-p,8,rust,else,less water in atmosphere,and smoke less cigarettes
wiqa-406-4-p,9,desalination,else,water does not reach a high temperature,the owl is blind
wiqa-683-4-p,0,lungs,else,More oxygen is produced by plants,MORE forest formation
wiqa-102-3-p,1,mountain,else,natural disaster caused the chambers to be interrupted,LESS trees
wiqa-1050-4-p,2,fish,else,more eggs are laid,less water force occurs
wiqa-1444-6-p,3,lungs,else,more air sacs filled,LESS forest formation
wiqa-154-12-p,4,squirrel,else,squirrels use its food stores in the winter,more eggs hatch
wiqa-1065-8-p,5,green plants,else,more sun is shining on the plants,HELPING the DNA to replicate properly
wiqa-1912-5-p,6,rain,else,water evaporates to the sky,place dishes into dishwasher
wiqa-1795-3-p,7,echolocation,else,food is plentiful,LESS frogs
wiqa-1895-11-p,8,butterfly,else,more larvae will emerge,more lava flows from volcanoes
wiqa-1637-0-p,9,protein synthesis,else,during death,a SMALLER volcanic eruption
wiqa-1812-12-p,0,mushroom,else,there is no soil,more embryos will be greated
wiqa-377-1-p,1,vegetables,else,no seeds for sale at store,LESS coffee being made
wiqa-1154-6-p,2,lungs,else,If less oxygen passes though the bronchial tubes,MORE EXTENSIVE flooding
wiqa-460-0-p,3,frog,else,more eggs laid,more replication occurs
wiqa-1086-7-p,4,gasoline,else,the oil reserves are exhausted,air is cleared of carbon dioxide
wiqa-50-4-p,5,acid rain,else,More chemicals in the soil,ice tray is moved into freezer area
wiqa-1932-11-p,6,insulin,else,less glucagon in liver,less sunlight is trapped
wiqa-1347-8-p,7,plant crops,else,Wind blows less severely,MORE electricity being produced
wiqa-656-5-p,8,auditory,else,You are more sick and have a head cold,Launch of satellite happens earlier
wiqa-686-13-p,9,lungs,else,More air passes to the lungs,lung continuously expands to make more oxygen
wiqa-557-2-p,0,digestion,else,person is very hungry,MORE oxygen reaching the body
wiqa-67-6-p,1,pollination,else,more bees visit flowers,fertilized egg grows into a fetus
wiqa-1387-8-p,2,pancreas,else,the stomach was removed,more water is in the soil
wiqa-1210-11-p,3,plant crops,else,less plant growth occurs,more water accumulates
wiqa-215-9-p,4,cavern,else,More caverns will be formed,sugar is not in the body
wiqa-332-14-p,5,weathering,else,"the rock breaks apart faster, more small rocks",more sounds are in the atmosphere
wiqa-1630-12-p,6,weathering,else,it takes longer for rocks to break down,MORE fish
wiqa-306-10-p,7,echolocation,else,the bat knows it won't hit anything,LESS igneous rock forming
wiqa-900-4-p,8,igneous rock,else,rock is melted due to magma,more plants occur
wiqa-1092-3-p,9,igneous rock,else,there are underground changes,a SMALLER cake
wiqa-634-1-p,0,pancake,else,the fire under the griddle is too hot,dishwasher directs more water toward the dishes through jets
wiqa-24-10-p,1,muscles,else,the bones will be farther from the muscles,a BIGGER cake
wiqa-732-9-p,2,coal heating,else,more coal mixes with hot air,MORE rain
wiqa-514-0-p,3,flight,else,more expensive tickets,a SMALLER volcanic eruption
wiqa-1209-1-p,4,insulin,else,the person is healthy,less light reaches the ocean
wiqa-825-4-p,5,human,else,less men available,less butterflies exit the chrysalis
wiqa-2-8-p,6,igneous rock,else,there is more lava,there is more wind
wiqa-1897-4-p,7,butterfly,else,more butterflies form inside of cocoons,less sediment glued together
wiqa-915-6-p,8,water cycle,else,If more water gets filtered underground,HELPING the letter to be mailed
wiqa-1548-6-p,9,bird's nest,else,more sticks and grasses are collected,HELPING mitosis to proceed normally
wiqa-1904-10-p,0,volcano,else,more eruptiions of the volcano,more bacteria enters the body
wiqa-997-2-p,1,kidney,else,excess waste filtered out,HELPING mitosis to proceed normally
wiqa-1476-3-p,2,solar panel,else,more resources available,acid rainwater react with oxygen
wiqa-1046-1-p,3,volcano,else,the earths core gets hotter,the fruit and seeds are rapidly excreted
wiqa-1580-12-p,4,erosion by ocean,else,sediment erode the land more,fewer animals have enough to eat
wiqa-210-4-p,5,valley,else,there will be more water in the streams,a LARGER hive
