id,fold,type,label,text1,text2
because-1851335.ann-E6-r,6,Consequence,else,American troops should remain in Iraq,some level of stability was achieved there
because-CHRG-110hhrg44900-1.ann-E67-r,7,Consequence,else,these recommendations eliminate regulatory competition that creates inefficiencies and can engender a race to the bottom,implemented
because-1852197.ann-E40-r,8,Consequence,else,relations throughout Baghdad,The same distrust
because-wsj_0184.ann-E3-r,9,Consequence,else,the long-term savings,the plan's implementation
because-1854585.ann-E5-r,0,Purpose,else,make political concessions to Mr. Abbas in the West Bank,undermining Hamas in the eyes of Palestinians by improving life in the West Bank
because-1853339.ann-E9-r,1,Motivation,else,he felt strongly about the bill,he believed it would degrade the value of American citizenship
because-1854575.ann-E12-r,2,Consequence,else,it is virtually assured of passage next week,the support of the legislative leaders
because-1855648.ann-E53-r,3,Motivation,else,the hospital encouraged voting,possible
because-wsj_1874.ann-E9-r,4,Purpose,else,some mutual funds sold their most liquid issues,raise cash
because-1818333.ann-E25-r,5,Motivation,else,General Abizaid came around,he saw that the additional American combat forces would be accompanied by a ``political and economic surge.''
because-wsj_1540.ann-E1-r,6,Motivation,else,Ford and Saab ended talks about a possible alliance,Ford concluded that the cost to modernize Saab's car operations would outweigh the likely return
because-CHRG-111shrg61651.ann-E34-r,7,Motivation,else,increasing capital,intra-industry activity goes up
because-wsj_1689.ann-E9-r,8,Consequence,else,"Coopers one of the biggest accounting firms in Europe, rivaling KPMG Peat Marwick there",The defection of Deloitte's affiliates in Britain and the Netherlands to Coopers & Lybrand
because-wsj_1829.ann-E3-r,9,Motivation,else,"Other companies, including International Business Machines Corp. and Hewlett-Packard Co., completely idled their operations","Tuesday evening's temblor, which registered 6.9 on the Richter scale"
because-wsj_1829.ann-E11-r,0,Consequence,else,make sure they weren't in danger of crumbling,closer scrutiny
because-20020731-nyt.ann-E137-r,1,Consequence,else,The buyer will receive a certificate of transfer stating just that,paying the auction price and a fee of $20 for the face value of the coin
because-CHRG-110hhrg44900-1.ann-E71-r,2,Consequence,else,do this,we give our regulators additional emergency authority to limit temporary disruptions
because-CHRG-110hhrg44900-1.ann-E22-r,3,Motivation,else,that is how we will proceed,it seems clear to me that it is the Financial Institutions Subcommittee that is the developing subcommittee
because-CHRG-110hhrg44900-1.ann-E79-r,4,Motivation,else,I thank the chairman,holding this hearing on systemic risk and the appropriate regulatory responses to managing that risk
because-wsj_1630.ann-E5-r,5,Purpose,else,Chase will have to spend approximately $50 million,remove asbestos from the premises
because-wsj_0026.ann-E3-r,6,Motivation,else,"Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches",the potential for material injury to watch producers located in the U.S. and the Virgin Islands
because-ArticleIP_1060.ann-E24-r,7,Consequence,else,doctors perform tests to prove a fetus is pre-viable,Some
because-wsj_1413.ann-E3-r,8,Consequence,else,move the money,permission from the White House Office of Management and Budget
because-1819714.ann-E1-r,9,Consequence,else,"it would take full effect only five years from now, and then for only six months",further Congressional action
because-CHRG-110hhrg44900-2.ann-E81-r,0,Consequence,else,moral hazard,an orderly process
because-1852142.ann-E8-r,1,Consequence,else,greenhouse gas emissions,"using coal and oil, the fossil fuels that underpin modern economies"
because-1853772.ann-E7-r,2,Purpose,else,some Kosovo residents traveled to Tirana,join the crowd
because-wsj_1628.ann-E7-r,3,Purpose,else,offer additional amendments,improve it
because-wsj_1103.ann-E3-r,4,Consequence,else,it cost them,rates moved unfavorably -- beginning late last year and continuing into this year
because-wsj_1628.ann-E3-r,5,Consequence,else,overcome any procedural hurdle the Democratic leadership might erect,enough senators
because-1853335.ann-E27-r,6,Motivation,else,the Justice Department criticized the European Commission,punishing Microsoft for including its video and audio player with its operating system
because-1853335.ann-E3-r,7,Motivation,else,the use of Google's desktop search program,"its latest operating system, Vista"
because-1853957.ann-E13-r,8,Consequence,else,accountability for the American taxpayer,an open and deliberative process
because-1822572.ann-E15-r,9,Purpose,else,1199 often joined the Greater New York Hospital Association,"push for major changes, like the creation of Family Health Plus to provide health insurance to more low-income children"
because-wsj_1803.ann-E18-r,0,Motivation,else,"United Airlines, the largest carrier at San Francisco, was operating only 50% of its scheduled service in and out of the area","damage to its terminal, which in turn was causing delays for travelers headed to the Bay area"
because-CHRG-110hhrg44900-1.ann-E105-r,1,Purpose,else,are we able to begin working immediately together,"early next year, one of the first items on the congressional agenda will be the legislation you talked about"
because-CHRG-110hhrg44900-1.ann-E131-r,2,Purpose,else,that might be taken,reduce the incidence and severity of future financial crises
because-1852197.ann-E11-r,3,Consequence,else,the Iraqi Security Forces make strides in coming months at maintaining security,meet that timetable
because-1819714.ann-E5-r,4,Consequence,else,ease the burden of repayment for graduates,the measure
because-1851285.ann-E4-r,5,Motivation,else,"Mr. Bush in 2003 launched a five-year, $15 billion program to support treatment, prevention and care in developing countries","the fact that Christian conservatives, his party's base, have embraced AIDS as a cause and by the need to burnish America's image in an increasingly hostile world"
because-1855404.ann-E18-r,6,Consequence,else,injuries,an explosion
because-wsj_1309.ann-E4-r,7,Motivation,else,"The U.S. Coast Guard closed six miles of the Houston Ship Channel, where about 150 companies have operations","the thick, black smoke obscured the area"
because-CHRG-110hhrg44900-1.ann-E34-r,8,Consequence,else,prevent a financial meltdown,the Federal Reserve's move to bail out Bear Stearns in March of this year
because-1852912.ann-E12-r,9,Motivation,else,"Enemy had picked the place, he had picked the time and the location",a reason
because-20020731-nyt.ann-E45-r,0,Motivation,else,human rights groups criticize him,"arresting and jailing scores of suspected militants, including some who may be linked to al-Qaida, without trial"
because-1855419.ann-E2-r,1,Motivation,else,more I was disappointed with his performance,more I reviewed Abrams's work
because-CHRG-110hhrg44900-2.ann-E23-r,2,Purpose,else,those investment banks working with the Fed and the SEC,"strengthen their liquidity, strengthen their capital positions, and re-price risk"
because-wsj_1353.ann-E8-r,3,Purpose,else,Bush is conferring with leaders of the Senate Intelligence Committee,ease differences over guidelines for CIA agents
because-1822572.ann-E9-r,4,Purpose,else,the police intervened,prevent the factions from fighting
because-wsj_1296.ann-E1-r,5,Consequence,else,the firm's attempts to polish its image after its guilty plea to six felonies last month,The reluctance of some states to let Drexel off the hook
because-1854005.ann-E5-r,6,Consequence,else,"Mrs. Clinton solidify her standing in New Jersey, where Gov. Jon S. Corzine has already announced his support for her candidacy","The endorsement by Mr. Menendez, a Cuban-American raised in Union City, N.J."
because-20000410_nyt-NEW.ann-E11-r,7,Purpose,else,visiting hospitals and other facilities,seek understanding why aid has been ineffective in stemming malnourishment and other medical problems
because-wsj_1971.ann-E8-r,8,Motivation,else,the changes,"requests from customers who are frustrated with the performance of the optical device, which isn't offered as standard equipment by any rivals"
because-1818253.ann-E2-r,9,Motivation,else,fighting in Basra,an American crackdown in Baghdad
because-1855590.ann-E19-r,0,Consequence,else,the deaths of at least four insurgents by Monday afternoon,the assault on Baquba
because-1854575.ann-E11-r,1,Consequence,else,over 70 percent of city projects move forward without the Wicks restrictions,The agreement announced today
because-wsj_1649.ann-E2-r,2,Motivation,else,he throws his heart instead,he can no longer throw the high hard one
because-wsj_0120.ann-E3-r,3,Motivation,else,I know they aren't going to come back on the market,I see prints going into the hands of institutions
because-1824078.ann-E3-r,4,Consequence,else,the $327.9 million reduction might feel more like a $650 million hit,how state aid is accounted for
because-CHRG-110hhrg44900-2.ann-E91-r,5,Motivation,else,"acknowledge the gentleman from New Jersey, Mr. Garrett",playing a part in bringing these hearings about
because-CHRG-110hhrg44900-2.ann-E77-r,6,Motivation,else,"we would be much more comfortable letting it happen, because we would think the system would be preserved",it were clearer that the system could withstand the failure of a firm of Bear Stearns' size
because-1853335.ann-E6-r,7,Motivation,else,there has been a sharp falling away from the concerns about how Microsoft and other large companies use their market power,the change in administrations
because-wsj_1103.ann-E8-r,8,Motivation,else,the resignations of the company's chief financial officer and treasurer,The resulting scandal
because-1851286.ann-E10-r,9,Consequence,else,a deep sense of persecution -- particularly among young black and Hispanic men -- and a dangerously adversarial relationship with law enforcement,"Racial profiling, sentencing disparities for crack and powdered cocaine and aggressive stops and searches in certain neighborhoods"
because-1853335.ann-E5-r,0,Motivation,else,he removed himself from the case,conflict of interest issues
because-wsj_1698.ann-E15-r,1,Consequence,else,the proposed spending cuts take place automatically unless Congress acts,Senator Coats's proposal
because-wsj_1611.ann-E9-r,2,Motivation,else,it wouldn't pursue such litigation,"its settlement plan in the W. Herbert Hunt case is approved by Judge Abramson, who will consider the proposal at a hearing next week"
because-ArticleIP_1060.ann-E15-r,3,Consequence,else,"doctors estimate the fetus's weight, which correlates with the lungs' development",Sonograms
because-wsj_2465.ann-E5-r,4,Motivation,else,They want to terrify the press and in particular El Espectador,it has always been a torchbearer in this war
because-CHRG-111shrg61651.ann-E40-r,5,Consequence,else,JPMorgan Chase did better than many others during this recent crisis,"they did not have embedded in that institution a real money market activity, a trading house"
because-wsj_1504.ann-E22-r,6,Purpose,else,Coach them in handling complaints,they can resolve problems immediately
because-wsj_1413.ann-E6-r,7,Purpose,else,"Budget Director Richard Darman structured the $16.1 billion spending reduction, half of which must come from defense","``impose a little bit more discipline'' by applying cuts to each individual program, project or activity in the budget"
because-1854675.ann-E12-r,8,Purpose,else,"another Arab government, like Egypt or Saudi Arabia, will soon step in","try to patch together the nascent Palestinian state, which is in danger of collapsing"
because-20020731-nyt.ann-E170-r,9,Motivation,else,The verdict should be annulled,humanitarian grounds
because-20020731-nyt.ann-E38-r,0,Consequence,else,more direct military cooperation,congressional approval
because-wsj_1455.ann-E2-r,1,Consequence,else,the well-being of the planet,"such stratagems as opening windows to cut indoor air pollution, tacking down carpets instead of using toxic glues, and avoiding mahogany, which comes from endangered rain forests"
because-1854675.ann-E4-r,2,Consequence,else,carry out his decrees,Mr. Abbas had the power
because-1851265.ann-E10-r,3,Consequence,else,"it easier to crack down on abusive shelters and raise billions of dollars, through proposals for stiff penalties","making the doctrine into a law, rather than keeping it a common sense principle and leaving its interpretation up to the courts"
because-1852031.ann-E6-r,4,Purpose,else,they had come by boat to northern Somalia,cross the Gulf of Aden and escape the country
because-wsj_2033.ann-E10-r,5,Motivation,else,people in the disaster areas won't be penalized for late filing,their returns are marked ``Hugo'' and postmarked by Jan. 16
because-wsj_1446.ann-E15-r,6,Consequence,else,non-lawyers shouldn't be on the inquiry panels,they are unlikely to appreciate the nuances of attorney-client relationships
because-wsj_1780.ann-E20-r,7,Consequence,else,a buy-out,the secretary
because-1851286.ann-E8-r,8,Consequence,else,Combating the growing culture of fear,a greater emphasis on the physical protection of witnesses
because-1852160.ann-E7-r,9,Purpose,else,Pandering,votes on this issue
because-wsj_1874.ann-E18-r,0,Consequence,else,that could quickly change,property casualty insurance companies scramble to sell portions of their municipal portfolios to raise cash to pay damage claims
because-1821059.ann-E19-r,1,Consequence,else,It was the first quorum in months,"the return of 30 members loyal to the Shiite cleric Moktada al-Sadr, whose end to a two-month boycott created a public relations blitz that helped attract 189 members"
because-20020731-nyt.ann-E164-r,2,Purpose,else,That aid bonanza was granted,"reward Mubarak's predecessor, Anwar Sadat, for signing a peace treaty with Israel"
because-CHRG-110hhrg44900-2.ann-E90-r,3,Motivation,else,I'm delighted the two of you are here today,"I might just get to the bottom of the question I have been asking for many years, which is, who is in charge of the dollar"
because-CHRG-110hhrg44900-2.ann-E93-r,4,Motivation,else,"I do want to acknowledge the gentleman from New Jersey, Mr. Garrett, for playing a part in bringing these hearings about, and also Chairman Frank for having these hearings",I deeply appreciate it
because-CHRG-110hhrg44900-2.ann-E33-r,5,Purpose,else,let's get the GSE reform legislation done,"have a strong, independent regulator that will inject confidence into those institutions and into the markets"
because-1854824.ann-E4-r,6,Consequence,else,"he will become more accessible, and likable, to voters",Mr. Romney becomes better known
because-ArticleIP_1060.ann-E1-r,7,Consequence,else,lack of oxygen,poor initial respiration
because-CHRG-110hhrg44900-1.ann-E141-r,8,Consequence,else,what happens,that should occur
because-1851287.ann-E1-r,9,Consequence,else,"what comes to mind is Sonny -- the robot-hero of the movie ``I, Robot.''",we try to picture Microsoft's new ``interactive virtual concierge''
because-1852912.ann-E4-r,0,Motivation,else,"Last year, the Marine Corps charged Colonel Chessani, 43, and three other officers with dereliction of duty",failing to investigate the episode properly
because-Article247_327.ann-E16-r,1,Consequence,else,them cringing embarrassment,the editorial page
because-1821059.ann-E12-r,2,Motivation,else,Parliament would soon start fining members $400,every missed session
because-wsj_1603.ann-E26-r,3,Motivation,else,a furor among intellectuals that continues today,His dismissal
because-1853339.ann-E21-r,4,Purpose,else,that illegal immigrants would pay under the bill,become legal permanent residents
because-1854158.ann-E2-r,5,Motivation,else,the Americans called in air support,the exchange
because-wsj_1603.ann-E21-r,6,Consequence,else,He had lost his official position in the association in he early 1980s,he questioned the intrusion of politics into literature
because-CHRG-110hhrg44900-1.ann-E61-r,7,Consequence,else,market discipline effectively constrain risk,financial institutions be allowed to fail
because-1818253.ann-E11-r,8,Motivation,else,Britain would not decide on troop reductions,its forces had completed a drive to purge the local police in the areas where they are stationed of what it calls rogue elements
because-1822572.ann-E3-r,9,Motivation,else,he was not leaving sooner,he wanted to protect his members and the state's hospitals from the cuts that Mr. Spitzer was expected to propose tomorrow
because-CHRG-110hhrg44900-1.ann-E107-r,0,Consequence,else,the problems,someone too big or too unconnected to fail
because-20020731-nyt.ann-E55-r,1,Motivation,else,"Omar Minaya, the Expos' aggressive rookie general manager, turned around and sent him to the Red Sox in exchange two South Korean pitchers and a player yet to be named",Floyd did not produce the kind of offense the Expos expected from him
because-1854824.ann-E7-r,2,Consequence,else,a disturbance,Flipper
because-1854364.ann-E1-r,3,Consequence,else,say whether the security effort in Baghdad would achieve lasting security gains,too early
because-20020731-nyt.ann-E138-r,4,Motivation,else,The tension in the crowd was broken with a burst of applause,the $5 million mark
because-CHRG-110hhrg44900-1.ann-E165-r,5,Motivation,else,thank you,holding today's hearing on systemic risk
because-20020731-nyt.ann-E50-r,6,Consequence,else,CHANGE LIVES,EX-HOG
because-CHRG-110hhrg44900-1.ann-E85-r,7,Consequence,else,an orderly liquidation of that firm,the FDIC
because-wsj_1457.ann-E9-r,8,Consequence,else,He defeated the contentious Mr. Koch in the Democratic primary,he seemed to offer hope he could heal the city's racial and ethnic wounds
because-CHRG-111shrg61651.ann-E10-r,9,Consequence,else,you will have a big increase in the normal size of bank balance sheets,"you have a massive increase in house prices, real estate prices, such as happened in Japan in the 1980s"
because-CHRG-110hhrg44900-2.ann-E14-r,0,Motivation,else,"We have encouraged, both of our organizations have encouraged financial institutions to recognize losses and to raise capital","capital is available, and that is a much better alternative than shrinking their balance sheets and pulling back from the activities that are so necessary"
because-20020731-nyt.ann-E80-r,1,Consequence,else,The tension in the crowd was broken with a louder explosion,$6 million
because-CHRG-111shrg61651.ann-E12-r,2,Consequence,else,that would return our biggest banks roughly to the position that they had in the early 1990s,"you were to impose a size cap of, say, 3 or 5 percent of GDP, no bank can be larger than that size"
because-wsj_1506.ann-E14-r,3,Consequence,else,U.S. operatives reluctant to even listen to coup plans for fear they may get into legal trouble,the guideline
because-1852197.ann-E22-r,4,Motivation,else,Gunmen regularly attacked trash trucks,they entered Sunni areas
because-1855404.ann-E14-r,5,Motivation,else,they wouldn't come to Iraq,the P.K.K. had political freedom in Turkey and could work without encountering violence
because-CHRG-110hhrg44900-2.ann-E16-r,6,Consequence,else,that these firms are safe and able to withstand the current stresses,our
because-Article247_327.ann-E4-r,7,Motivation,else,"Chatterbox would prefer not to invoke the phrase ""intellectual dishonesty",it's pompous and falsely suggests that only intellectuals can be intellectually dishonest
because-CHRG-110hhrg44900-1.ann-E65-r,8,Purpose,else,"we must develop innovative, regulatory and oversight responses",keep pace as these market transactions evolve
because-wsj_1103.ann-E10-r,9,Consequence,else,the controversy,judgmental errors by accountants
because-20020731-nyt.ann-E86-r,0,Purpose,else,using his students,some vehicle repairs
because-1852197.ann-E12-r,1,Consequence,else,holding an area,"the I.S.F., and specifically the police"
because-CHRG-110hhrg44900-2.ann-E112-r,2,Consequence,else,Absolutely,time permits
because-wsj_2065.ann-E1-r,3,Motivation,else,Gary N. Roberts was disciplined,the exchange's investigation of his trading in several commodities pits from July to November 1988
because-1852160.ann-E1-r,4,Purpose,else,pandering,votes
because-1851284.ann-E11-r,5,Motivation,else,allowing increases in emissions,they did not exceed the rate of economic growth
because-1854626.ann-E4-r,6,Consequence,else,broader federal financing,Mr. Romney
because-wsj_1649.ann-E1-r,7,Motivation,else,he throws his heart instead,the champ has lost his stuff
because-CHRG-111shrg61651.ann-E4-r,8,Consequence,else,"they have lower funding costs, they are able to attract more capital, they make more money over the cycle, and they continue to get larger",these banks are too big to fail
because-wsj_1296.ann-E15-r,9,Consequence,else,the firm's legal difficulties,Drexel's highly profitable junk-bond operation
because-wsj_1874.ann-E28-r,0,Purpose,else,sell mortgage securities,help pay earthquake-related claims
because-1854585.ann-E2-r,1,Purpose,else,Secretary of State Condoleezza Rice telephoned Mr. Abbas,reiterate American support for the move
because-wsj_1457.ann-E6-r,2,Consequence,else,keep Mr. Ailes's commercials on the air beyond Wednesday or Thursday,cash
because-1853339.ann-E4-r,3,Consequence,else,the immigration debate was a battle for the soul of the nation,it seemed to divert taxpayer-financed resources to cater to foreigners who had not come to this country by legal means
because-ArticleIP_1060.ann-E28-r,4,Consequence,else,the ban on IDEs is inconsistent with Roe,the procedure can be used to abort pre-viable fetuses
because-wsj_1248.ann-E11-r,5,Consequence,else,the share price won't be directly hurt by any surplus left with underwriters after they try to sell the issue in the open market,British Air is issuing convertible bonds rather than ordinary shares
because-CHRG-110hhrg44900-1.ann-E16-r,6,Consequence,else,that institutions will never fail,these regulations
because-1853339.ann-E2-r,7,Motivation,else,Their outrage and activism surged to full force,"Senator Jon Kyl, the Arizona Republican who was an author of the bill, suggested early this week that support for the measure seemed to be growing"
because-wsj_0120.ann-E12-r,8,Consequence,else,issues,citizen
because-CHRG-110hhrg44900-2.ann-E105-r,9,Consequence,else,me have trouble following,complicated enough
because-1852197.ann-E23-r,0,Motivation,else,Sunni homes are also the targets of arson attacks,their occupants fail to heed warnings to leave
because-wsj_1698.ann-E8-r,1,Consequence,else,"The Coats bill, which already has 32 Senate co-sponsors, isn't a pure line-item veto",it would apply only to spending bills
because-1855404.ann-E16-r,2,Consequence,else,One died in Kirkuk Province on Saturday,injuries from a roadside bomb
because-CHRG-110hhrg44900-2.ann-E65-r,3,Consequence,else,fail,too interconnected
because-wsj_1353.ann-E1-r,4,Motivation,else,Lebanon's Gen. Aoun placed Christian military forces on alert,renewed fighting with Syrian-backed Moslems
because-wsj_1041.ann-E2-r,5,Consequence,else,the drug available free of charge for a time to children with the disease and symptoms of advanced infection,The move
because-1854675.ann-E21-r,6,Purpose,else,seal off Gaza from the West Bank as much as possible,"prevent the spread of Hamas military power there, where Israeli troops still occupy the territory"
because-wsj_1504.ann-E15-r,7,Consequence,else,the company court or adjudicators will be inundated with cases,It must be able to handle most of the complaints that cannot be solved in the trenches by managers and their subordinates
because-20000415_apw_eng-NEW.ann-E8-r,8,Consequence,else,The sanctions cannot be lifted,U.N. inspectors certify that Iraq has eliminated its weapons of mass destruction and the means to produce them
because-1854573.ann-E1-r,9,Motivation,else,we are condemned to a strategy of stepping on cockroaches one at a time,we can impede radicalization and recruitment
because-Article247_3500.ann-E10-r,0,Consequence,else,That's ironic,"I think it was just that insularity that helped them, much in the same way that AOL has benefited from being in the Virginia suburbs rather than in Silicon Valley"
because-1851291.ann-E18-r,1,Consequence,else,Science cannot do its job,the dichotomy between faith and science is recognized
because-20020731-nyt.ann-E66-r,2,Consequence,else,set something like this up,the vision
because-wsj_1446.ann-E7-r,3,Motivation,else,his lawyers may refer the client to a law firm,the matter requires further legal work or litigation
because-CHRG-111shrg61651.ann-E9-r,4,Motivation,else,"I think I would suggest to you that you consider imposing a size cap on banks relative not to total normal assets or liabilities, which is the Volcker proposal",that is not bubble-proof
because-CHRG-110hhrg44900-1.ann-E60-r,5,Consequence,else,market discipline be effective,market participants not expect that lending from the Fed or any other government support is readily available
because-1852197.ann-E9-r,6,Consequence,else,the emphasis could shift into restoring services and rebuilding the neighborhoods as the summer progressed,most Baghdad neighborhoods would be under control around July
because-1818333.ann-E1-r,7,Purpose,else,make a show of increased American force in Baghdad,take back the city
because-wsj_2033.ann-E2-r,8,Consequence,else,paid,it exceeds tax figured the regular way
because-Article247_327.ann-E8-r,9,Consequence,else,it scores an extra two points,it published an editorial Feb. 22 taunting the rest of the press for not following it on the story--and still didn't mention the pardon
because-wsj_1780.ann-E9-r,0,Consequence,else,"it would hurt safety or reduce the carrier's ability to compete, or if it gave control to a foreign interest",it would so weaken an airline financially
because-wsj_1191.ann-E2-r,1,Consequence,else,the FTC must begin administrative proceedings to determine the legality of the proposed stock purchase within 20 days,the court grants a preliminary injunction
because-wsj_1849.ann-E24-r,2,Motivation,else,"they look to the government, which obediently assists the natural motions of the capitalist economy with charity in the form of cuts in the capital-gains tax rate or bailouts",liquidity from the junk-bond market or cash flow from profits
because-1855590.ann-E12-r,3,Consequence,else,destroy or disable an armored vehicle,powerful enough
because-wsj_1504.ann-E3-r,4,Motivation,else,his manager wanted to get rid of him,personal reasons
because-wsj_1540.ann-E3-r,5,Consequence,else,"the gain for the week a record 119.88 points, or 4.7%","The Dow Jones industrials rose 5.94, to 2689.14"
because-1845580.ann-E17-r,6,Motivation,else,Thanking the cadets,their service
because-1822572.ann-E18-r,7,Consequence,else,the governor's popularity ratings plunged,1199 undertook a campaign in 1996 against cutbacks proposed by Mr. Pataki
because-1854573.ann-E3-r,8,Consequence,else,"it is small, especially when compared with Europe",assimilation works so much better here
because-Article247_327.ann-E3-r,9,Consequence,else,Publications that refuse to acknowledge (even if to refute the importance of) highly significant but inconvenient facts in their news or opinion coverage of controversial events will score one point,the initial offense
because-1854824.ann-E13-r,0,Motivation,else,he gave the requisite thanks,the son's service
because-wsj_1603.ann-E6-r,1,Consequence,else,Mr. Chan produced a heavy-duty bicycle tire that outlasted its state-produced rival,years of experimenting
because-CHRG-110hhrg44900-2.ann-E102-r,2,Motivation,else,my question is directed to Secretary Paulson dealing with the dollar,"evidently he is the spokesman and he is the champion of the dollar, and all public statements are that the dollar is to be strong"
because-1851291.ann-E24-r,3,Motivation,else,Senator Sam Brownback is in favor of scientific inquiry,it does not speak to questions of ultimate meaning
because-CHRG-110hhrg44900-1.ann-E53-r,4,Purpose,else,these systems should be overseen by the Federal Reserve,guarantee the integrity of this vital--
because-1852031.ann-E3-r,5,Purpose,else,American forces sent in a small contingent of Special Forces soldiers,investigate the remains of suspected militants
because-CHRG-110hhrg44900-2.ann-E4-r,6,Purpose,else,we can do,make sure that the infrastructure is working as well as possible
because-wsj_1874.ann-E25-r,7,Motivation,else,there hadn't been much investor selling,the quake
because-ArticleIP_1060.ann-E21-r,8,Consequence,else,she obtains an abortion,perform tests to prove that a fetus is not viable
because-wsj_1397.ann-E17-r,9,Consequence,else,themselves be quiet for a little,the show's creators
because-1818333.ann-E2-r,0,Consequence,else,to send more troops to Iraq could be counterproductive,it might make the Iraqi government less likely to defend itself
because-wsj_2125.ann-E2-r,1,Motivation,else,bankers and other investors were willing to provide financing,they assumed there would be major gains in both profitability and sales
because-1855419.ann-E12-r,2,Purpose,else,hiring Theodore B. Olson,take Mr. Abrams's place
because-1855648.ann-E24-r,3,Motivation,else,Another 18 prevent voting,there is a specific determination that people lack voting competence
because-wsj_1041.ann-E4-r,4,Consequence,else,"One of them, a daughter Ariel, died a year ago at age seven",her parents unsuccessfully pleaded for the drug
because-1854691.ann-E7-r,5,Motivation,else,I did not get shot by the first Iraqi,I think he had a malfunction of either his weapon or round
because-1853957.ann-E6-r,6,Consequence,else,representatives more accountable,rules requiring for the first time the disclosure of which lawmakers requested each earmark
because-CHRG-110hhrg44900-2.ann-E6-r,7,Purpose,else,that we are now having,strengthen the OTC derivatives infrastructure and the like
because-20020731-nyt.ann-E27-r,8,Purpose,else,touching down in this oil-producing sultanate,two days of talks with members of the Association of South East Asian Nations
because-1851265.ann-E30-r,9,Consequence,else,Pressure to make economic substance a law is building,a Joint Committee on Taxation has estimated that doing so could raise nearly $17 billion a year in unpaid taxes
because-wsj_1446.ann-E13-r,0,Motivation,else,the public will be notified,a formal complaint is filed against an attorney
because-CHRG-110hhrg44900-1.ann-E155-r,1,Consequence,else,moral hazard,we see to it that no firm should be considered too big or interconnected to fail
because-wsj_2033.ann-E9-r,2,Motivation,else,people in the disaster areas won't be penalized,late filing
because-wsj_1457.ann-E11-r,3,Purpose,else,he turned to comedian Jackie Mason,help with Jewish voters
because-1853335.ann-E25-r,4,Consequence,else,defend itself in an investigation there into possible anticompetitive conduct,evidence
because-Article247_3500.ann-E14-r,5,Consequence,else,will it be none of them,the Internet allows and encourages a plethora of strong companies and a complex interconnection of businesses where none are allowed to dominate
because-Article247_3500.ann-E3-r,6,Consequence,else,"Much of it, of course, using the standards of top newspapers, cannot be used",it is largely gossip we are repeating
because-CHRG-110hhrg44900-1.ann-E2-r,7,Motivation,else,Members want to get a new context,the experience regarding Bear Stearns is clearly the context in which much of this hearing is and much of what we will be talking about is what happens if that should occur
because-wsj_1504.ann-E9-r,8,Consequence,else,give the court the full picture,any facts
because-20020731-nyt.ann-E8-r,9,Purpose,else,who first turned to the senator in 1995,help in winning the repayment of some $71 million he said he was then owed in a failed business deal with the North Korean government
because-wsj_1041.ann-E7-r,0,Consequence,else,The delay in getting AZT to children,a combination of factors
because-1853957.ann-E4-r,1,Consequence,else,they're wrong,they think they can demagogue the earmarks process all year long and expect Democrats to carry the burden of passing earmarks
because-1855590.ann-E10-r,2,Purpose,else,Helicopters took part in the assault,cut off escape routes
because-wsj_1829.ann-E15-r,3,Consequence,else,details were sketchy,the violent earthquake that shook the high-tech corridor along with the rest of the San Francisco Bay area
because-20020731-nyt.ann-E140-r,4,Consequence,else,"a violation of the Senate Gifts Rules (35) and, consequently, a violation of your public disclosure obligations under Senate rules","Your acceptance of a television and stereo CD player upon payment from David Chang of an amount you understood to be the cost to Mr. Chang, rather than fair market retail value"
because-wsj_1603.ann-E31-r,5,Purpose,else,The authorities have steered foreign reporters to her office,see an example of ``the new way of thinking.''
because-wsj_1947.ann-E3-r,6,Purpose,else,"Britain, France and Israel invaded Egypt",seize the Suez Canal
because-wsj_1689.ann-E10-r,7,Purpose,else,Coopers hasn't been courted by other major accounting firms,a merger
because-CHRG-110hhrg44900-2.ann-E84-r,8,Consequence,else,conflicts and excessive risk arise,so many lines of businesses
because-1851302.ann-E8-r,9,Consequence,else,abuses and mistreatment,unduly harsh enforcement provisions at the border and the workplace
because-1855648.ann-E12-r,0,Purpose,else,take advantage of their votes,swing an election
because-wsj_1603.ann-E8-r,1,Consequence,else,they lost for the second time,I showed it was from my own brain
because-20020731-nyt.ann-E47-r,2,Purpose,else,"The assistant secretary of state for East Asian and Pacific affairs, James Kelly, met on Tuesday morning with Anwar's wife, Wan Azizah Wan Ismail","what she later told Malaysian reporters was a discussion about both the detention of her husband and six supporters, and the campaign against terrorism"
because-1851265.ann-E13-r,3,Motivation,else,"us look to the words and letters, rather than underlying spirit",Codifying
because-1845580.ann-E10-r,4,Consequence,else,we have a choice,a sudden victory in deposing Saddam Hussein
because-1819714.ann-E10-r,5,Consequence,else,override one,the strength
because-wsj_1397.ann-E4-r,6,Consequence,else,the veteran FBI man so endearing,his hard-bitten cynicism -- earned when he was assigned to the civil rights movement back in the 1960s
because-CHRG-110hhrg44900-1.ann-E38-r,7,Consequence,else,us weather the storm that our markets and our economy are experiencing,Your steady leadership
because-wsj_0187.ann-E3-r,8,Consequence,else,an exodus of skilled workers from Waertsilae Marine's two big shipyards,a swift transition to new management
because-CHRG-110hhrg44900-1.ann-E32-r,9,Consequence,else,we cannot fully understand and control systemic risk,a Federal repository to collect and analyze information on insurance issues
