pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00195_2#00195_2_2,00195,00195_2,00195_2_2,Catholic priests should be allowed to marry.,Bible clearly and rationally forbids priests from marrying,-1,0.00959449727088213,0.9476199746131897,0.04278549179434776
00746_6#00746_6_3,00746,00746_6,00746_6_3,New Orleans should be fully rebuilt and restored.,"Rebuilding New Orleans allows ""green"" urban planning",1,0.07480329275131226,0.2230140119791031,0.7021827101707458
00753_2#00753_2_7,00753,00753_2,00753_2_7,English should be US official language.,"Official English has exceptions for safety, health, etc.",1,0.0077991001307964325,0.10852402448654175,0.8836768269538879
00989_3#00989_3_4,00989,00989_3,00989_3_4,Colleges should ban fraternities.,"Couple bad apples shouldn""t cause blanket frat ban",-1,0.009685944765806198,0.8092408776283264,0.18107318878173828
00015_18#00015_18_5,00015,00015_18,00015_18_5,Gay marriage should be legalized.,"Most gays don""t care for marriage commitments.",-1,0.01897067204117775,0.047411806881427765,0.9336174726486206
00320_1#00320_1_2,00320,00320_1,00320_1_2,UN should recognize Palestinian statehood.,US veto of Palestinian UN vote would undermine relationship with Arabs.,1,0.012669673189520836,0.9380545616149902,0.049275778234004974
00429_1#00429_1_3,00429,00429_1,00429_1_3,Ultrasounds should be mandatory before abortions.,"Ultrasounds inform mothers, may reduce abortions",1,0.009433592669665813,0.6349897980690002,0.3555765450000763
00903_3#00903_3_2,00903,00903_3,00903_3_2,Upper oceanic heat transport should be utilized.,This technology would help the earth heal its self.,1,0.003723840694874525,0.02510424330830574,0.9711719155311584
01028_8#01028_8_3,01028,01028_8,01028_8_3,All cell phone use in cars should be banned.,People will adjust to not using cell phones,1,0.002612561220303178,0.3287235498428345,0.6686639189720154
00312_6#00312_6_1,00312,00312_6,00312_6_1,Corporations should be treated as legal persons with equivalent rights.,Corporate personhood gives businesses a voice,1,0.09866580367088318,0.004155226517468691,0.8971789479255676
00312_6#00312_6_7,00312,00312_6,00312_6_7,Corporations should be treated as legal persons with equivalent rights.,Corporate personhood protects businesses from discrimination,1,0.47036871314048767,0.012900300323963165,0.5167310237884521
00365_1#00365_1_3,00365,00365_1,00365_1_3,Trans fats should be banned.,Trans fats have created health crisis worthy of ban.,1,0.9506484270095825,0.00933992862701416,0.04001174867153168
00889_21#00889_21_1,00889,00889_21,00889_21_1,Tibet should seek and gain independence.,China violated Tibet autonomy as called for in Seventeen Point Agreement,1,0.03160621225833893,0.025258662179112434,0.943135142326355
01035_6#01035_6_2,01035,01035_6,01035_6_2,The military should be allowed to recruit in public schools.,Military provides important role in disadvantaged communities,1,0.0008260684553533792,0.006241095717996359,0.9929327964782715
00402_6#00402_6_3,00402,00402_6,00402_6_3,You should belong to the Democratic rather than Republican party.,Republicans believe constitution guarantees greater state power,-1,0.007403266616165638,0.4678672254085541,0.5247294902801514
00612_1#00612_1_1,00612,00612_1,00612_1_1,All election funding should be made transparent.,General statements against disclosing TV issue ad funding,-1,0.006909095216542482,0.677141547203064,0.31594938039779663
00612_1#00612_1_4,00612,00612_1,00612_1_4,All election funding should be made transparent.,Opponents of anonymous campaign ads are just clinging to power,-1,0.00721312640234828,0.2450403869152069,0.7477464079856873
00746_3#00746_3_2,00746,00746_3,00746_3_2,New Orleans should be fully rebuilt and restored.,New Orleans civilization should be maintained despite hurricane threat,1,0.000698223477229476,0.9823274612426758,0.016974348574876785
00746_3#00746_3_4,00746,00746_3,00746_3_4,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans would put future residents at risk,-1,0.010999886319041252,0.5400693416595459,0.4489307701587677
00746_3#00746_3_5,00746,00746_3,00746_3_5,New Orleans should be fully rebuilt and restored.,The Mississippi river will shift away from New Orleans,-1,0.002972605172544718,0.7318311929702759,0.26519620418548584
00746_3#00746_3_8,00746,00746_3,00746_3_8,New Orleans should be fully rebuilt and restored.,New Orleans should be relocated farther up the Mississippi,-1,0.00023623669403605163,0.9943258166313171,0.005437891930341721
00889_26#00889_26_1,00889,00889_26,00889_26_1,Tibet should seek and gain independence.,China has ensured that Tibets economic progress mainly benefits China,1,0.003236394841223955,0.34544137120246887,0.6513221859931946
00889_26#00889_26_9,00889,00889_26,00889_26_9,Tibet should seek and gain independence.,Tibet will modernize only if it remains part of China,-1,0.05465719476342201,0.6464996933937073,0.298843115568161
00911_3#00911_3_10,00911,00911_3,00911_3_10,New Orleans should be fully rebuilt and restored.,New Orleans should be relocated farther up the Mississippi,-1,0.00023623669403605163,0.9943258166313171,0.005437891930341721
00911_3#00911_3_13,00911,00911_3,00911_3_13,New Orleans should be fully rebuilt and restored.,The Mississippi river will shift away from New Orleans,-1,0.002972605172544718,0.7318311929702759,0.26519620418548584
00911_3#00911_3_15,00911,00911_3,00911_3_15,New Orleans should be fully rebuilt and restored.,New Orleans civilization should be maintained despite hurricane threat,1,0.000698223477229476,0.9823274612426758,0.016974348574876785
00911_3#00911_3_4,00911,00911_3,00911_3_4,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans would put future residents at risk,-1,0.010999886319041252,0.5400693416595459,0.4489307701587677
00163_6#00163_6_1,00163,00163_6,00163_6_1,Nuclear energy is justified and should be expanded.,Nuclear energy undermines renewable solutions to climate change,-1,0.0024760602973401546,0.931828498840332,0.06569541990756989
00163_6#00163_6_2,00163,00163_6,00163_6_2,Nuclear energy is justified and should be expanded.,Nuclear power dramatically cuts emissions and fights global warming,1,0.008856288157403469,0.008026538416743279,0.9831171035766602
00163_6#00163_6_3,00163,00163_6,00163_6_3,Nuclear energy is justified and should be expanded.,Nuclear energy is the primary alternative to dirty coal,1,0.003173006232827902,0.007652522064745426,0.989174485206604
00163_6#00163_6_5,00163,00163_6,00163_6_5,Nuclear energy is justified and should be expanded.,Entire nuclear cycle may emit substantial greenhouse gases,-1,0.00145491654984653,0.012772144749760628,0.9857729077339172
00394_1#00394_1_3,00394,00394_1,00394_1_3,Public nudity should be allowed.,Banning public nudity is offensive to nudists.,-1,0.038937948644161224,0.9320107102394104,0.02905137650668621
01208_4#01208_4_4,01208,01208_4,01208_4_4,UN should prioritize poverty over climate change.,Poverty spreads diseases more than climate change could,1,0.007605238817632198,0.06314239650964737,0.9292523264884949
00163_7#00163_7_3,00163,00163_7,00163_7_3,Nuclear energy is justified and should be expanded.,Energy efficiency is more important than nuclear power.,-1,0.010944188572466373,0.9243486523628235,0.06470713019371033
00163_7#00163_7_4,00163,00163_7,00163_7_4,Nuclear energy is justified and should be expanded.,Nuclear energy is needed to meet growing electricity demands,1,0.1491386890411377,0.2043675184249878,0.6464938521385193
00414_7#00414_7_4,00414,00414_7,00414_7_4,Compulsory national service is a good idea.,Firemen are not drafted; why draft soldiers?,-1,0.013304505497217178,0.36408764123916626,0.6226078271865845
00477_6#00477_6_6,00477,00477_6,00477_6_6,Social security should be privatized.,Social security taxes damage ability of poor to survive.,1,0.005066117737442255,0.03885018825531006,0.9560836553573608
00477_6#00477_6_7,00477,00477_6,00477_6_7,Social security should be privatized.,Advocates of privatization overestimate performance of accounts.,-1,0.1297300010919571,0.26709437370300293,0.6031755805015564
00479_8#00479_8_2,00479,00479_8,00479_8_2,Incest between consenting adults should be legal.,Adult incest can occur after family years,1,0.019116945564746857,0.016746152192354202,0.9641368985176086
00479_8#00479_8_9,00479,00479_8,00479_8_9,Incest between consenting adults should be legal.,Incest does not affect other families.,1,0.0015986587386578321,0.0022450590040534735,0.9961562752723694
00591_6#00591_6_3,00591,00591_6,00591_6_3,Government should phase out all subsidies for fossil fuel development.,Fossil fuel subsidies are relatively small.,-1,0.0011605649488046765,0.1285841017961502,0.8702553510665894
00686_10#00686_10_3,00686,00686_10,00686_10_3,There should be a college football playoffs.,Fans equally willing to travel to playoffs as BCS,1,0.05591578409075737,0.011250543408095837,0.9328336119651794
00686_10#00686_10_5,00686,00686_10,00686_10_5,There should be a college football playoffs.,Fan turnout would be equally strong for college football playoffs,1,0.3349315822124481,0.03628530353307724,0.628783106803894
00889_27#00889_27_5,00889,00889_27,00889_27_5,Tibet should seek and gain independence.,Tibet was a fully independent country when China invaded in 1949,1,0.002432461827993393,0.004721254575997591,0.9928463101387024
00920_3#00920_3_1,00920,00920_3,00920_3_1,The state should make vaccination compulsory.,Figures on efficacy of vaccines are doctored.,-1,0.004508052486926317,0.11131299287080765,0.8841789364814758
00920_3#00920_3_9,00920,00920_3,00920_3_9,The state should make vaccination compulsory.,Many vaccines have serious and sometimes deadly side effects,-1,0.0010382753098383546,0.013070880435407162,0.9858908653259277
01206_5#01206_5_2,01206,01206_5,01206_5_2,The West should arm Libyan rebels.,West did good job arming Northern Alliance in Afghanistan.,1,0.0007597313378937542,0.9916079044342041,0.007632338907569647
01206_5#01206_5_4,01206,01206_5,01206_5_4,The West should arm Libyan rebels.,The US has actually had success at arming rebels.,1,0.005040368065237999,0.7811568379402161,0.2138027846813202
00402_3#00402_3_5,00402,00402_3,00402_3_5,You should belong to the Democratic rather than Republican party.,Democrats bad at executing their governing agenda,-1,0.04423840716481209,0.0672641173005104,0.888497531414032
00516_5#00516_5_3,00516,00516_5,00516_5_3,Terms for legislators should be limited.,Washington falsely indoctrinates that government is good.,1,0.005154784303158522,0.02640855684876442,0.9684366583824158
00516_5#00516_5_4,00516,00516_5,00516_5_4,Terms for legislators should be limited.,Term-limits prevent switching parties to stay in power.,1,0.004424263723194599,0.0036724370438605547,0.9919033646583557
00517_7#00517_7_4,00517,00517_7,00517_7_4,Assisted suicide should be legalized.,There is no compelling state interest in preventing euthanasia,1,0.1922379583120346,0.0534895695745945,0.7542724609375
00753_3#00753_3_10,00753,00753_3,00753_3_10,English should be US official language.,Official English is driven by anti-immigrant and racist sentiments,-1,0.02720496989786625,0.06795275211334229,0.9048422574996948
00753_3#00753_3_11,00753,00753_3,00753_3_11,English should be US official language.,Choice exists to learn language; Official English not discrimination.,1,0.2856762111186981,0.07236581295728683,0.6419579982757568
00753_3#00753_3_12,00753,00753_3,00753_3_12,English should be US official language.,"""Official English"" does not mean ""English only""",1,0.016807841137051582,0.31159666180610657,0.671595573425293
00753_3#00753_3_8,00753,00753_3,00753_3_8,English should be US official language.,Suggesting learning English is too hard for some is racist.,1,0.004766368307173252,0.17746108770370483,0.8177725076675415
00923_3#00923_3_12,00923,00923_3,00923_3_12,Gambling is generally bad for society. It should be severely restricted.,Gambling increases individual efficiency:,-1,0.0008840053342282772,0.9744608402252197,0.024655122309923172
00923_3#00923_3_4,00923,00923_3,00923_3_4,Gambling is generally bad for society. It should be severely restricted.,Gambling is irrational and reckless,1,0.001254777773283422,0.0006375821540132165,0.9981075525283813
00923_3#00923_3_5,00923,00923_3,00923_3_5,Gambling is generally bad for society. It should be severely restricted.,Psychological benefits of gambling:,-1,0.00209798663854599,0.7532241940498352,0.24467778205871582
01091_8#01091_8_6,01091,01091_8,01091_8_6,Judges should be elected.,"Elections frequently unseat experienced, and seat inexperienced, judges.",-1,0.6304971575737,0.2374957650899887,0.1320071518421173
01179_24#01179_24_4,01179,01179_24,01179_24_4,Abortions of any kind should be permitted.,Christian leaders throughout history have been opposed to abortion,-1,0.006045960355550051,0.7862861752510071,0.20766787230968475
00660_6#00660_6_5,00660,00660_6,00660_6_5,The estate tax should be permanently repealed.,Costs of repealing estate tax would be minimal.,-1,0.004437074065208435,0.8657834529876709,0.12977945804595947
00660_6#00660_6_6,00660,00660_6,00660_6_6,The estate tax should be permanently repealed.,Repealing estate tax would negatively affect social programs.,1,0.006361374165862799,0.5073379278182983,0.48630067706108093
00683_2#00683_2_1,00683,00683_2,00683_2_1,Collective bargaining rights for public unions should exist.,Unions and collective bargaining important to modern workforce.,1,0.1098485141992569,0.0022980927024036646,0.8878533244132996
00683_2#00683_2_2,00683,00683_2,00683_2_2,Collective bargaining rights for public unions should exist.,Ronald Reagan supported collective bargaining for public employees.,1,0.1472896784543991,0.0029592770151793957,0.8497510552406311
00683_2#00683_2_5,00683,00683_2,00683_2_5,Collective bargaining rights for public unions should exist.,Most advanced democratic countries honor public union bargaining.,1,0.08200223743915558,0.002790473634377122,0.9152073264122009
00683_2#00683_2_8,00683,00683_2,00683_2_8,Collective bargaining rights for public unions should exist.,Critics want to end collective bargaining for political reasons,1,0.008605360053479671,0.15687622129917145,0.8345184922218323
00686_9#00686_9_3,00686,00686_9,00686_9_3,There should be a college football playoffs.,A 16-team college football playoff would be best,1,0.9675443768501282,0.013926698826253414,0.018528923392295837
00743_8#00743_8_1,00743,00743_8,00743_8_1,Mandatory voting is a good idea.,Mandatory voting makes first-time voters see value in vote,1,0.9056838750839233,0.0012425428722053766,0.09307356923818588
00743_8#00743_8_2,00743,00743_8,00743_8_2,Mandatory voting is a good idea.,Mandatory voting compels voters to better educate themselves.,1,0.39061248302459717,0.0036438824608922005,0.6057436466217041
00746_5#00746_5_1,00746,00746_5,00746_5_1,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans is not too costly for America,1,0.042941659688949585,0.11219824105501175,0.8448601365089417
00746_5#00746_5_7,00746,00746_5,00746_5_7,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans can be funded by cutting pork,1,0.009025719948112965,0.7162775993347168,0.27469661831855774
01122_8#01122_8_1,01122,01122_8,01122_8_1,In some cases juveniles should be tried as adults.,"There is no rehabilitation in adult prisons,",-1,0.004497617948800325,0.004924939479678869,0.9905774593353271
01145_4#01145_4_8,01145,01145_4,01145_4_8,Governments should completely ban laser pointers.,"Banning lasers mistreats technology, sets bad precedent",-1,0.01727784425020218,0.1280495971441269,0.8546726107597351
00015_12#00015_12_1,00015,00015_12,00015_12_1,Gay marriage should be legalized.,Marriage allows gays to see each other in hospitals.,1,0.20668759942054749,0.005553933326154947,0.7877585291862488
00015_12#00015_12_4,00015,00015_12,00015_12_4,Gay marriage should be legalized.,"Gays are taxpaying citizens, deserve marriage benefits",1,0.10288901627063751,0.024238787591457367,0.8728722929954529
00232_2#00232_2_2,00232,00232_2,00232_2_2,Earmarks are valuable and should not be abolished.,Earmarks benefit citizens with powerful legislators.,-1,0.030974138528108597,0.002305007306858897,0.9667209386825562
00365_6#00365_6_5,00365,00365_6,00365_6_5,Trans fats should be banned.,"Trans fat ban requires exceptions, inconsistencies.",-1,0.8624781370162964,0.07953069359064102,0.05799121782183647
00472_5#00472_5_1,00472,00472_5,00472_5_1,The legal age for drinking alcohol should be lowered.,"Most teenagers"" bodies cannot handle alcohol.",-1,0.0013402727199718356,0.00027746279374696314,0.9983823299407959
00521_7#00521_7_6,00521,00521_7,00521_7_6,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol burns cleaner than gasoline,1,0.001636974629946053,0.002236007247120142,0.9961270689964294
00684_1#00684_1_3,00684,00684_1,00684_1_3,All election funding should be made transparent.,Opponents of anonymous campaign ads are just clinging to power,-1,0.00721312640234828,0.2450403869152069,0.7477464079856873
00684_1#00684_1_5,00684,00684_1,00684_1_5,All election funding should be made transparent.,General statements against disclosing TV issue ad funding,-1,0.006909095216542482,0.677141547203064,0.31594938039779663
00735_6#00735_6_3,00735,00735_6,00735_6_3,The estate tax should be permanently repealed.,Costs of repealing estate tax would be minimal.,-1,0.004437074065208435,0.8657834529876709,0.12977945804595947
00735_6#00735_6_8,00735,00735_6,00735_6_8,The estate tax should be permanently repealed.,Repealing estate tax would negatively affect social programs.,1,0.006361374165862799,0.5073379278182983,0.48630067706108093
00746_8#00746_8_6,00746,00746_8,00746_8_6,New Orleans should be fully rebuilt and restored.,"Government should fund residents, not rebuilding New Orleans",-1,0.0011303325882181525,0.9820814728736877,0.01678815297782421
00864_9#00864_9_5,00864,00864_9,00864_9_5,Nations should increase economic and social protections for migrants.,Protecting migrant rights is key to human rights,1,0.0006467615021392703,0.0013237890088930726,0.9980294108390808
00890_2#00890_2_2,00890,00890_2,00890_2_2,Legacy admissions systems should be banned.,"Legacy preferences do not influence the universities"" fund raising.",-1,0.00490317540243268,0.4728977680206299,0.5221990346908569
01179_11#01179_11_22,01179,01179_11,01179_11_22,Abortions of any kind should be permitted.,The scale of abortions makes state intervention compelling,-1,0.0029200920835137367,0.7785483002662659,0.21853163838386536
00015_4#00015_4_1,00015,00015_4,00015_4_1,Gay marriage should be legalized.,"Many dictionaries include gays in ""marriage""",1,0.0018952616956084967,0.000977003131993115,0.9971278309822083
00015_4#00015_4_4,00015,00015_4,00015_4_4,Gay marriage should be legalized.,Definition of marriage can and should evolve to include gays,1,0.022483836859464645,0.0018183697247877717,0.9756976962089539
00015_4#00015_4_6,00015,00015_4,00015_4_6,Gay marriage should be legalized.,Marriage is celebrated because of the assumption of procreation,-1,0.0037516411393880844,0.007145327050238848,0.9891029596328735
00141_7#00141_7_6,00141,00141_7,00141_7_6,Instant replay call reviews should be implemented in baseball.,Baseball lends itself well to instant replay,1,0.07880992442369461,0.017566684633493423,0.9036234021186829
00437_3#00437_3_4,00437,00437_3,00437_3_4,Upper oceanic heat transport should be utilized.,This technology would help the earth heal its self.,1,0.003723840694874525,0.02510424330830574,0.9711719155311584
00517_11#00517_11_1,00517,00517_11,00517_11_1,Assisted suicide should be legalized.,Legalizing euthanasia places an unreasonable burden on doctors,-1,0.9200272560119629,0.013277406804263592,0.06669536978006363
00517_11#00517_11_10,00517,00517_11,00517_11_10,Assisted suicide should be legalized.,Trained physicians are qualified to aid patients in decision to die,1,0.0035692790988832712,0.012461346574127674,0.9839694499969482
00517_11#00517_11_13,00517,00517_11,00517_11_13,Assisted suicide should be legalized.,Euthanasia gives too much power to doctors to kill,-1,0.33218058943748474,0.030331501737236977,0.6374878883361816
00517_12#00517_12_8,00517,00517_12,00517_12_8,Assisted suicide should be legalized.,Dutch doctors have abused legal euthanasia in their country,-1,0.034207072108983994,0.028439635410904884,0.9373533129692078
00889_2#00889_2_2,00889,00889_2,00889_2_2,Tibet should seek and gain independence.,Tibetans enjoy better human rights standards today then ever before,-1,0.0028699960093945265,0.25298577547073364,0.7441442608833313
00889_2#00889_2_3,00889,00889_2,00889_2_3,Tibet should seek and gain independence.,Tibetan separatists have protested violently and unethically,-1,0.0073173874989151955,0.021206673234701157,0.9714758992195129
00889_2#00889_2_6,00889,00889_2,00889_2_6,Tibet should seek and gain independence.,China has a long history of human rights abuses in Tibet,1,0.001645025098696351,0.006050759460777044,0.992304265499115
00889_5#00889_5_3,00889,00889_5,00889_5_3,Tibet should seek and gain independence.,Agreement of 821 is signal of Tibet unification with China,-1,0.016947438940405846,0.5768723487854004,0.4061802625656128
01032_1#01032_1_1,01032,01032_1,01032_1_1,Fiat currencies should be eradicated.,Inflation can also occur in commodity backed currency.,-1,0.00228169746696949,0.36532559990882874,0.6323927044868469
01039_3#01039_3_1,01039,01039_3,01039_3_1,"Handguns should be banned in Washington, DC.",English Bill of Rights restricted right to arms,1,0.004236343316733837,0.06408359855413437,0.9316800832748413
01247_6#01247_6_1,01247,01247_6,01247_6_1,People serving prison sentences should be permitted to vote in elections.,The European Court of Human Rights,1,0.001103176036849618,0.002937211887910962,0.9959595799446106
00015_21#00015_21_5,00015,00015_21,00015_21_5,Gay marriage should be legalized.,Quality of parenting should not be a factor against gay marriage,1,0.12950247526168823,0.42633870244026184,0.4441588521003723
00889_20#00889_20_12,00889,00889_20,00889_20_12,Tibet should seek and gain independence.,The Peoples Republic of China cannot inherit ownership over Tibet.,1,0.10021531581878662,0.0446164496243,0.8551682829856873
00970_1#00970_1_12,00970,00970_1,00970_1_12,I should go to law school.,"Lawyers are part of important advocacy system, rule of law",1,0.00931541994214058,0.020155789330601692,0.9705288410186768
00970_1#00970_1_4,00970,00970_1,00970_1_4,I should go to law school.,Idealistic law students usually find corporate law is only option,-1,0.10764124989509583,0.4679722785949707,0.42438650131225586
01058_4#01058_4_2,01058,01058_4,01058_4_2,Priests should be allowed to marry.,Priestly celibacy does not encourage sexual predation,-1,0.05420888960361481,0.3261321187019348,0.6196590065956116
01058_6#01058_6_1,01058,01058_6,01058_6_1,Priests should be allowed to marry.,Catholic Church did not adopt celibacy until second millennium,1,0.014283675700426102,0.07009056210517883,0.9156258702278137
01058_6#01058_6_3,01058,01058_6,01058_6_3,Priests should be allowed to marry.,"Married men don""t have to divorce upon entering priesthood",1,0.9144166707992554,0.023691091686487198,0.06189216300845146
01058_6#01058_6_5,01058,01058_6,01058_6_5,Priests should be allowed to marry.,"Other priests can marry, Roman Catholics should be able to",1,0.9921718835830688,0.0012983718188479543,0.006529763340950012
00328_5#00328_5_2,00328,00328_5,00328_5_2,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Hilary Clinton,-1,0.004046784248203039,0.1730441004037857,0.8229091167449951
00328_5#00328_5_20,00328,00328_5,00328_5_20,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Republican leaders,1,0.00959297176450491,0.6294940114021301,0.36091306805610657
00328_5#00328_5_3,00328,00328_5,00328_5_3,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,John McCain,-1,0.0051870509050786495,0.18258433043956757,0.8122286200523376
00328_5#00328_5_8,00328,00328_5,00328_5_8,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Ted Kennedy,-1,0.008719436824321747,0.22379733622074127,0.7674831748008728
00365_2#00365_2_1,00365,00365_2,00365_2_1,Trans fats should be banned.,Govt experts needed to protect citizens from trans fats.,1,0.7199761867523193,0.019349271431565285,0.26067453622817993
00365_2#00365_2_2,00365,00365_2,00365_2_2,Trans fats should be banned.,Resources for regulating trans fats take from other things.,-1,0.33728712797164917,0.22704651951789856,0.4356663227081299
00750_1#00750_1_5,00750,00750_1,00750_1_5,Governments should require that genetically modified foods be labeled.,GM food producer lobbyists holding back labeling,1,0.07212647795677185,0.10382630676031113,0.8240471482276917
00889_17#00889_17_3,00889,00889_17,00889_17_3,Tibet should seek and gain independence.,"China liberated Tibet, moving it from backwardness to modernization",-1,0.004318661522120237,0.050918251276016235,0.9447630643844604
00889_17#00889_17_6,00889,00889_17,00889_17_6,Tibet should seek and gain independence.,Chinese policies have been ethnically reconciliatory,-1,0.005878378637135029,0.03589911758899689,0.9582225680351257
00889_17#00889_17_7,00889,00889_17,00889_17_7,Tibet should seek and gain independence.,China has not swamped Tibetans with Han Chinese immigrants,-1,0.0035983736161142588,0.012789934873580933,0.9836117625236511
01015_5#01015_5_4,01015,01015_5,01015_5_4,There should be a tax on fatty foods.,Fat tax social engineering distances individuals from consequences.,-1,0.11273703724145889,0.0517396479845047,0.8355233073234558
01174_3#01174_3_5,01174,01174_3,01174_3_5,You should belong to the Democratic rather than Republican party.,Democrats bad at executing their governing agenda,-1,0.04423840716481209,0.0672641173005104,0.888497531414032
00088_5#00088_5_1,00088,00088_5,00088_5_1,The legal age for drinking alcohol should be lowered.,"Most teenagers"" bodies cannot handle alcohol.",-1,0.0013402727199718356,0.00027746279374696314,0.9983823299407959
00216_2#00216_2_1,00216,00216_2,00216_2_1,The Roma should be officially recognised as a non-territorial nation.,Roma are a nation:,1,0.004414627328515053,0.006657150108367205,0.9889283180236816
00270_9#00270_9_2,00270,00270_9,00270_9_2,Corps should be able to spend without limit in elections.,Corp election spending limited by transparency laws,1,0.005722834262996912,0.868836522102356,0.1254405975341797
00312_5#00312_5_19,00312,00312_5,00312_5_19,Corporations should be treated as legal persons with equivalent rights.,"Individuals create corporations, giving them rights",1,0.1525050848722458,0.007426164578646421,0.8400687575340271
00312_5#00312_5_9,00312,00312_5,00312_5_9,Corporations should be treated as legal persons with equivalent rights.,Corporate rights protect owners from liability.,1,0.044075753539800644,0.013389969244599342,0.9425342679023743
00550_8#00550_8_3,00550,00550_8,00550_8_3,Partial-birth abortion should be banned.,"Responding to rape, a woman seeks and abortion.",-1,0.0036118426360189915,0.08908410370349884,0.9073039889335632
00202_5#00202_5_2,00202,00202_5,00202_5_2,Mandatory voting is a good idea.,Mandatory voting has been succesful in Australia.,1,0.0014431308954954147,0.9864729642868042,0.012083896435797215
00735_7#00735_7_15,00735,00735_7,00735_7_15,The estate tax should be permanently repealed.,Prominent economists in support of banning the estate tax:,1,0.04067834094166756,0.3653896749019623,0.5939319133758545
00813_3#00813_3_4,00813,00813_3,00813_3_4,The Commonwealth should be abolished.,The Commonwealth is not intended to be an active enforcement body:,-1,0.012064398266375065,0.23757122457027435,0.7503644227981567
00829_6#00829_6_3,00829,00829_6,00829_6_3,Governments should bailout journalism.,Government subsidization of journalism would not be expensive.,1,0.0016472394345328212,0.9857593774795532,0.012593410909175873
00829_6#00829_6_7,00829,00829_6,00829_6_7,Governments should bailout journalism.,Government should not bailout journalism in the face of competition.,-1,0.005884250625967979,0.9921088814735413,0.002006837399676442
00889_4#00889_4_4,00889,00889_4,00889_4_4,Tibet should seek and gain independence.,China upholds the use of the Tibetan language in school,-1,0.004035651218146086,0.31666573882102966,0.6792985796928406
00889_4#00889_4_5,00889,00889_4,00889_4_5,Tibet should seek and gain independence.,Tibetan students are forced to use Chinese as the official language,1,0.0011678732698783278,0.004985098261386156,0.9938470721244812
00939_4#00939_4_15,00939,00939_4,00939_4_15,I should go to graduate school.,Earning an M.A. enables great personal intellectual growth,1,0.012572905980050564,0.19241411983966827,0.7950130701065063
01153_3#01153_3_2,01153,01153_3,01153_3_2,Governments should create a DNA database of all citizens.,DNA databases reduce crime and related expenditures.,1,0.0006817681714892387,0.001182490959763527,0.9981356859207153
01174_6#01174_6_3,01174,01174_6,01174_6_3,You should belong to the Democratic rather than Republican party.,Republicans believe constitution guarantees greater state power,-1,0.007403266616165638,0.4678672254085541,0.5247294902801514
00109_4#00109_4_3,00109,00109_4,00109_4_3,Kosovo should be independent.,An independent Kosovo might discriminate against Kosovar Serbs.,-1,0.7575749158859253,0.12252833694219589,0.119896799325943
00864_8#00864_8_3,00864,00864_8,00864_8_3,Nations should increase economic and social protections for migrants.,International migration treaty limits sovereign migration policy.,-1,0.037037864327430725,0.49533283710479736,0.4676293730735779
00939_4#00939_4_8,00939,00939_4,00939_4_8,I should go to graduate school.,"Many jobs require only additional knowledge, not grad degree",-1,0.043485548347234726,0.20556016266345978,0.750954270362854
01145_3#01145_3_5,01145,01145_3,01145_3_5,Governments should completely ban laser pointers.,There are enough alternatives to lasers for self defense.,1,0.0006446630577556789,0.9713498950004578,0.028005419299006462
00163_10#00163_10_1,00163,00163_10,00163_10_1,Nuclear energy is justified and should be expanded.,Nuclear power plants are vulnerable to terrorist attacks.,-1,0.006437528878450394,0.5171492099761963,0.4764132797718048
00163_10#00163_10_4,00163,00163_10,00163_10_4,Nuclear energy is justified and should be expanded.,Terrorists can target spent nuclear fuel pools outside facilities,-1,0.00606375839561224,0.22488877177238464,0.7690474987030029
00285_6#00285_6_2,00285,00285_6,00285_6_2,You should belong to the Democratic rather than Republican party.,Republicans believe constitution guarantees greater state power,-1,0.007403266616165638,0.4678672254085541,0.5247294902801514
00746_2#00746_2_2,00746,00746_2,00746_2_2,New Orleans should be fully rebuilt and restored.,New Orleans must be restored for its cultural value,1,0.010199367068707943,0.5267298817634583,0.4630707800388336
00750_5#00750_5_8,00750,00750_5,00750_5_8,Governments should require that genetically modified foods be labeled.,Labeling of genetically modified foods is costly.,-1,0.015666957944631577,0.010387228801846504,0.9739457964897156
00864_6#00864_6_1,00864,00864_6,00864_6_1,Nations should increase economic and social protections for migrants.,Migrant Workers Convention protects sovereignty on family reunification,1,0.0025729022454470396,0.0007473094156011939,0.9966797828674316
00864_6#00864_6_4,00864,00864_6,00864_6_4,Nations should increase economic and social protections for migrants.,Migrant Rights Convention aims to facilitate family reunification,1,0.004629464354366064,0.001853471272625029,0.9935171604156494
00015_20#00015_20_2,00015,00015_20,00015_20_2,Gay marriage should be legalized.,"Vows are about love, not reproduction; gays qualify",1,0.0822756364941597,0.032893549650907516,0.8848308324813843
