pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct
00352_4#00352_4_11,00352,00352_4,00352_4_11,Denial of the Holocaust should be illegal.,Criminalization protects against flood of Holocaust denial ads,1,0.00012381223496049643,0.0001396122679580003
00352_4#00352_4_13,00352,00352_4,00352_4_13,Denial of the Holocaust should be illegal.,Outlawing Holocaust denial is uniquely necessary in Europe,1,6.372801726683974e-05,2.0682668036897667e-05
00352_4#00352_4_2,00352,00352_4,00352_4_2,Denial of the Holocaust should be illegal.,Holocaust deniers do further injustice to Holocaust victims,1,0.00015360508405137807,1.7622291125007905e-05
00743_1#00743_1_1,00743,00743_1,00743_1_1,Mandatory voting is a good idea.,50% turnout not democracy; mandatory voting necessary.,1,9.918498108163476e-05,8.871140744304284e-05
00743_1#00743_1_13,00743,00743_1,00743_1_13,Mandatory voting is a good idea.,Mandatory voting decreases need for big dollars in campaigns.,1,0.17864859104156494,0.006455886643379927
00743_1#00743_1_8,00743,00743_1,00743_1_8,Mandatory voting is a good idea.,Not voting is often a form of political expression.,-1,9.24642154132016e-05,0.0007904507219791412
00015_1#00015_1_1,00015,00015_1,00015_1_1,Gay marriage should be legalized.,Gay marriage does not devalue institution of marriage,1,0.0174041036516428,0.011151875369250774
00015_1#00015_1_11,00015,00015_1,00015_1_11,Gay marriage should be legalized.,Gay marriage is no worse for institution than other things,1,0.0019170588348060846,0.0036998277064412832
00424_5#00424_5_4,00424,00424_5,00424_5_4,Governments should choose open source software in order to encourage its use.,Patents encourage investment:,-1,8.488760067848489e-05,1.694512138783466e-05
00528_3#00528_3_2,00528,00528_3,00528_3_2,Women should be in the military.,The American public supports womens participation in the military,1,0.0020196205005049706,3.2693351386114955e-05
01108_8#01108_8_12,01108,01108_8,01108_8_12,Plans to fight global warming should prioritize solar energy.,Solar energy is abundant.,1,0.09287332743406296,0.0009370344923809171
00781_4#00781_4_1,00781,00781_4,00781_4_1,Terms should be limited in US Congress.,Lobbyists equally influence term-limited politicians.,-1,0.0002379967481829226,6.085593850002624e-05
00781_4#00781_4_3,00781,00781_4,00781_4_3,Terms should be limited in US Congress.,OK for politicians to listen to interest groups.,-1,0.0004539377987384796,2.2279704353422858e-05
00781_4#00781_4_4,00781,00781_4,00781_4_4,Terms should be limited in US Congress.,Lobbyists fight term limits for a reason.,1,0.00011750378325814381,1.039232847688254e-05
00781_4#00781_4_5,00781,00781_4,00781_4_5,Terms should be limited in US Congress.,Informed voters curb special interests better than term limits,-1,0.00010110616858582944,1.7610398572287522e-05
00953_5#00953_5_3,00953,00953_5,00953_5_3,Government should adopt emissions trading to combat global warming.,Emissions trading encourages investments in best technologies,1,0.00052654865430668,3.624295277404599e-05
00989_6#00989_6_2,00989,00989_6,00989_6_2,Colleges should ban fraternities.,Most fraternities are openly hostile toward women.,1,6.948219379410148e-05,3.348957034177147e-05
00989_6#00989_6_3,00989,00989_6,00989_6_3,Colleges should ban fraternities.,Sexist fraternity slogans are protected by free speech,-1,6.458745338022709e-05,4.892918514087796e-05
01174_22#01174_22_2,01174,01174_22,01174_22_2,You should belong to the Democratic rather than Republican party.,Democrats believe public good is paramount,1,0.00010296299296896905,1.904084456327837e-05
01174_22#01174_22_3,01174,01174_22,01174_22_3,You should belong to the Democratic rather than Republican party.,Republicans believe individual rights are paramount,-1,0.00011593906674534082,2.6242727471981198e-05
00121_2#00121_2_4,00121,00121_2,00121_2_4,The UN should increase humanitarian aid to poor nations.,Recession increases need for humanitarian aid.,1,0.001585883554071188,0.0019913455471396446
00121_2#00121_2_5,00121,00121_2,00121_2_5,The UN should increase humanitarian aid to poor nations.,Humanitarian aid often contributes to corruption.,-1,0.00225213379599154,0.0005559375858865678
01058_2#01058_2_4,01058,01058_2,01058_2_4,Priests should be allowed to marry.,Bible clearly and rationally forbids priests from marrying,-1,0.0002346028049942106,8.792002336122096e-05
00285_30#00285_30_4,00285,00285_30,00285_30_4,You should belong to the Democratic rather than Republican party.,Higher taxes discourage hard work.,-1,9.651754226069897e-05,3.404980088816956e-05
00521_10#00521_10_5,00521,00521_10,00521_10_5,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol cannot scale.,-1,0.0006829181220382452,0.03904292732477188
00750_2#00750_2_1,00750,00750_2,00750_2_1,Governments should require that genetically modified foods be labeled.,Opinions vary significantly in different places.,-1,0.0001982659741770476,0.00016050311387516558
00781_5#00781_5_10,00781,00781_5,00781_5_10,Terms should be limited in US Congress.,New politicians are always trying to make headlines.,-1,8.192584209609777e-05,6.825759919593111e-05
00781_5#00781_5_11,00781,00781_5,00781_5_11,Terms should be limited in US Congress.,Term limits let politicians make hard decisions then leave,1,0.00017356080934405327,3.555167859303765e-05
00781_5#00781_5_3,00781,00781_5,00781_5_3,Terms should be limited in US Congress.,Term limits only prevent politicians holding same office.,1,6.716116331517696e-05,2.9896042178734206e-05
00781_5#00781_5_5,00781,00781_5,00781_5_5,Terms should be limited in US Congress.,Politicians become increasingly arrogant/corrupt over time.,1,6.113253039075062e-05,1.8488130081095733e-05
00781_5#00781_5_8,00781,00781_5,00781_5_8,Terms should be limited in US Congress.,Term-limited politicians often commit less to office,-1,0.00010333748650737107,1.5023123523860704e-05
00781_5#00781_5_9,00781,00781_5,00781_5_9,Terms should be limited in US Congress.,No value in politicians returning to previous careers.,-1,6.431278598029166e-05,2.871662945835851e-05
00414_2#00414_2_4,00414,00414_2,00414_2_4,Compulsory national service is a good idea.,Mandatory military service will not increase patriotism.,-1,0.005510357208549976,0.9643933773040771
00699_1#00699_1_1,00699,00699_1,00699_1_1,School students should face mandatory drug-tests.,"""Drugs are wrong and harmful"".",1,0.000108396663563326,0.00012823032739106566
00699_1#00699_1_3,00699,00699_1,00699_1_3,School students should face mandatory drug-tests.,"""It is OK to freely investigate.",-1,0.0027479270938783884,0.00036354901385493577
00755_5#00755_5_9,00755,00755_5,00755_5_9,Turkey should be given membership in the EU.,Turkeys membership would economically benefit the EU,1,0.6029099225997925,0.00027689585112966597
00987_5#00987_5_6,00987,00987_5,00987_5_6,Ultrasounds should be required before abortions.,Mandating ultrasounds insults womens intelligence,-1,0.03558105602860451,0.3286745548248291
01108_2#01108_2_1,01108,01108_2,01108_2_1,Plans to fight global warming should prioritize solar energy.,Solar energy is renewable.,1,0.25110921263694763,0.024525271728634834
00612_4#00612_4_1,00612,00612_4,00612_4_1,All election funding should be made transparent.,2010 US elections show why transparent campaign ads needed,1,8.045177673920989e-05,7.023254875093699e-05
00612_4#00612_4_2,00612,00612_4,00612_4_2,All election funding should be made transparent.,"Committee spending requires disclosure, so should corporate spending",1,9.575431613484398e-05,0.00014241413737181574
00612_4#00612_4_5,00612,00612_4,00612_4_5,All election funding should be made transparent.,Liberal groups can raise anonymous funding for ads too,-1,0.00034638348734006286,0.0012006632750853896
00671_3#00671_3_7,00671,00671_3,00671_3_7,The UN should increase humanitarian aid to poor nations.,Aid to the poor has proven unsuccessful,-1,0.00010551629384281114,1.8788467059493996e-05
00671_3#00671_3_8,00671,00671_3,00671_3_8,The UN should increase humanitarian aid to poor nations.,Aid to poor increases socialist tendencies.,-1,0.0006855218089185655,0.0016476641176268458
00755_2#00755_2_3,00755,00755_2,00755_2_3,Turkey should be given membership in the EU.,EU membership would help strengthen democracy in Turkey,1,0.007110405247658491,4.954042378813028e-05
00864_1#00864_1_11,00864,00864_1,00864_1_11,Nations should increase economic and social protections for migrants.,Expanding migrant rights can damage national identity,-1,0.0005592179368250072,0.00011625911429291591
00864_1#00864_1_3,00864,00864_1,00864_1_3,Nations should increase economic and social protections for migrants.,Massive growth of migration demands greater protections,1,0.0049809725023806095,0.00011806742259068415
00870_2#00870_2_4,00870,00870_2,00870_2_4,War should be televised.,Televised war would allow donation centers to use footage in commercials.,1,0.0009707179269753397,0.00013053689326625317
00889_1#00889_1_5,00889,00889_1,00889_1_5,Tibet should seek and gain independence.,Tibet can follow the East Timor model to achieving independence,1,0.001857575261965394,9.235797915607691e-05
00402_15#00402_15_1,00402,00402_15,00402_15_1,You should belong to the Democratic rather than Republican party.,Republicans lack compassion for the disadvantaged,1,7.081939838826656e-05,8.90923838596791e-05
00402_15#00402_15_2,00402,00402_15,00402_15_2,You should belong to the Democratic rather than Republican party.,Democrats to help the most disadvantaged,1,0.0005190123338252306,0.00012692045129369944
00671_2#00671_2_2,00671,00671_2,00671_2_2,The UN should increase humanitarian aid to poor nations.,Humanitarian aid often contributes to corruption.,-1,0.00225213379599154,0.0005559375858865678
00671_2#00671_2_3,00671,00671_2,00671_2_3,The UN should increase humanitarian aid to poor nations.,Recession increases need for humanitarian aid.,1,0.001585883554071188,0.0019913455471396446
00726_3#00726_3_10,00726,00726_3,00726_3_10,The US government should fund embryonic stem cell research.,Ezekiel 37:1-10,1,0.0002848886069841683,0.000688596919644624
00753_1#00753_1_11,00753,00753_1,00753_1_11,English should be US official language.,"Official English only limits federal govt, not others.",1,0.0005914834327995777,0.00013726581528317183
00753_1#00753_1_4,00753,00753_1,00753_1_4,English should be US official language.,"Official language probably won""t change any policies.",-1,0.00026316303410567343,3.9148348150774837e-05
00195_4#00195_4_2,00195,00195_4,00195_4_2,Catholic priests should be allowed to marry.,Lifting celibacy enables sexual exploitation by priests,-1,0.004088390618562698,0.0013727886835113168
00274_7#00274_7_1,00274,00274_7,00274_7_1,Smoking should be banned in public places.,People can leave smoking areas to avoid harm.,-1,0.7283067107200623,0.23491701483726501
00414_8#00414_8_2,00414,00414_8,00414_8_2,Compulsory national service is a good idea.,Military placement exams would encourage school-work.,1,0.0017921499675139785,3.332724736537784e-05
00429_6#00429_6_1,00429,00429_6,00429_6_1,Ultrasounds should be mandatory before abortions.,Abortion patients generally want to see ultrasound.,1,0.6919516921043396,0.00045498006511479616
00429_6#00429_6_9,00429,00429_6,00429_6_9,Ultrasounds should be mandatory before abortions.,Abortion incurs responsibility to view ultrasound.,1,0.031270187348127365,0.7626856565475464
00477_3#00477_3_3,00477,00477_3,00477_3_3,Social security should be privatized.,Americans support increasing taxes to fund Social Security.,-1,0.00028252374613657594,0.0001091870799427852
00726_1#00726_1_8,00726,00726_1,00726_1_8,The US government should fund embryonic stem cell research.,Other benefits for the future:,1,0.0004574093036353588,5.0786144129233435e-05
00735_4#00735_4_19,00735,00735_4,00735_4_19,The estate tax should be permanently repealed.,Key Republican Senators supporting repealing estate tax:,1,0.00011465023271739483,1.9712831999640912e-05
00735_4#00735_4_4,00735,00735_4,00735_4_4,The estate tax should be permanently repealed.,Charles Schumer (D-NY),-1,0.00010170064342673868,3.670211663120426e-05
00860_5#00860_5_4,00860,00860_5,00860_5_4,The US should arm Libyan rebels.,Arming rebels has led to long-lasting instability,-1,8.430027810391039e-05,1.3858047168469056e-05
00860_5#00860_5_5,00860,00860_5,00860_5_5,The US should arm Libyan rebels.,The history of the US arming rebels is grim,-1,0.00011563324369490147,6.149939144961536e-05
00034_4#00034_4_5,00034,00034_4,00034_4_5,Governments should legalise all drugs.,"If taxes are too high, they are ineffective,",-1,0.0002588969364296645,0.000689178123138845
00039_4#00039_4_1,00039,00039_4,00039_4_1,Judges should be elected.,Appointed judges are identified with the party of the appointer.,1,0.0003837232361547649,0.0002588084898889065
00232_8#00232_8_5,00232,00232_8,00232_8_5,Earmarks are valuable and should not be abolished.,Earmarks have already been significantly reformed,1,0.011388969607651234,0.0016284488374367356
00437_4#00437_4_8,00437,00437_4,00437_4_8,Upper oceanic heat transport should be utilized.,Solar cycles can explain most of the changes.,-1,0.12743344902992249,0.4394357204437256
00903_4#00903_4_1,00903,00903_4,00903_4_1,Upper oceanic heat transport should be utilized.,Solar cycles can explain most of the changes.,-1,0.12743344902992249,0.4394357204437256
00939_1#00939_1_2,00939,00939_1,00939_1_2,I should go to graduate school.,Many masters grads find themselves broke and starting over,-1,0.00015815458027645946,9.908356150845066e-05
00939_1#00939_1_3,00939,00939_1,00939_1_3,I should go to graduate school.,The M.A. allows individuals to change direction,1,0.00011976696987403557,0.00011016490316251293
00430_1#00430_1_3,00430,00430_1,00430_1_3,Nude beaches should be allowed.,Banning public nudity is offensive to nudists.,1,0.0014004932017996907,0.0014311065897345543
00655_3#00655_3_3,00655,00655_3,00655_3_3,Advertising should be banned.,"The more is produced, the more needs to be consumed.",1,0.005605380982160568,0.02482720836997032
01091_7#01091_7_3,01091,01091_7,01091_7_3,Judges should be elected.,"Judges are appointed/confirmed by elected officials, democratically.",-1,0.7781401872634888,0.00195028493180871
01091_7#01091_7_9,01091,01091_7,01091_7_9,Judges should be elected.,Election of judges bows to tyranny of the majority.,-1,0.04548708349466324,0.0007602335535921156
00402_17#00402_17_4,00402,00402_17,00402_17_4,You should belong to the Democratic rather than Republican party.,Democrats stand for social progress.,1,0.0005822753300890326,8.193980465875939e-05
00864_7#00864_7_1,00864,00864_7,00864_7_1,Nations should increase economic and social protections for migrants.,Migrant policies and protections deserve greater coordination,1,0.0010235670488327742,1.5544728739769198e-05
00911_6#00911_6_3,00911,00911_6,00911_6_3,New Orleans should be fully rebuilt and restored.,New Orleans seriously damages the Mississippi river ecosystem,-1,4.585576607496478e-05,5.161931039765477e-05
01103_4#01103_4_6,01103,01103_4,01103_4_6,The minimum age of candidacy should be 18.,Running for office is a fundamental right:,1,0.0003381860733497888,1.2642576621146873e-05
00344_7#00344_7_6,00344,00344_7,00344_7_6,South Ossetia should be independent.,Name Ossetia has history independent of Georgia,1,0.0005213053082115948,0.0018363436684012413
00414_4#00414_4_1,00414,00414_4,00414_4_1,Compulsory national service is a good idea.,Military service secures all rights and privileges.,1,0.0014065561117604375,3.3997504942817613e-05
00414_4#00414_4_2,00414,00414_4,00414_4_2,Compulsory national service is a good idea.,Wrong to pay soldiers to die for their country,1,0.00012833798245992512,0.00014930960605852306
00414_4#00414_4_7,00414,00414_4,00414_4_7,Compulsory national service is a good idea.,National service can involve non-combat roles.,1,0.0001713060337351635,9.465922630624846e-05
00414_4#00414_4_8,00414,00414_4,00414_4_8,Compulsory national service is a good idea.,Youth always find way to avoid mandatory service.,-1,0.09844812750816345,0.007885320112109184
00414_4#00414_4_9,00414,00414_4,00414_4_9,Compulsory national service is a good idea.,Only young pay price of involuntary military service.,-1,0.00020052530453540385,0.00021114009723532945
00635_8#00635_8_9,00635,00635_8,00635_8_9,Australia should be culling kangaroos.,Kangaroos are killed for commercial purposes without complaint,1,0.2577364146709442,0.4581480920314789
00202_6#00202_6_1,00202,00202_6,00202_6_1,Mandatory voting is a good idea.,Money spent on mandatory voting is better spent elsewhere.,-1,0.23551055788993835,0.04083411023020744
00202_6#00202_6_2,00202,00202_6,00202_6_2,Mandatory voting is a good idea.,Quality of decisions matters more than access to vote.,-1,0.0001419524778611958,4.429763066582382e-05
00348_1#00348_1_3,00348,00348_1,00348_1_3,Society should provide three month paid maternity leave.,Mothers also need to breastfeed.,1,0.06699879467487335,0.017302248626947403
00549_18#00549_18_1,00549,00549_18,00549_18_1,The United Kingdom should hand over the Falkland Islands to Argentina.,Britain acted entirely legally.,-1,0.00013052592112217098,9.12258547032252e-05
00746_6#00746_6_2,00746,00746_6,00746_6_2,New Orleans should be fully rebuilt and restored.,New Orleans seriously damages the Mississippi river ecosystem,-1,4.585576607496478e-05,5.161931039765477e-05
00893_5#00893_5_1,00893,00893_5,00893_5_1,Trans fats should be banned.,Transition away from trans fats will be costly.,-1,0.02433430217206478,0.9255974292755127
00893_5#00893_5_3,00893,00893_5,00893_5_3,Trans fats should be banned.,Few alternatives to trans fats for certain foods.,-1,0.37726375460624695,0.3748885989189148
00976_5#00976_5_4,00976,00976_5,00976_5_4,Bosnia and Herzegovina should accede to the European Union.,EU accession encourages Bosnian democratic reform,1,0.0003545852960087359,4.46221893071197e-05
01028_9#01028_9_2,01028,01028_9,01028_9_2,All cell phone use in cars should be banned.,Passengers are less distracting than cell phones,1,0.2396693229675293,0.1775302141904831
01146_7#01146_7_3,01146,01146_7,01146_7_3,Military action should be taken against nuclear Iran.,World opinion opposes an attack on Iran.,-1,0.0005262151826173067,2.47949683398474e-05
01172_2#01172_2_2,01172,01172_2,01172_2_2,Surrogate motherhood should be allowed.,Commercial surrogacy is exploitative.,-1,0.00013522751396521926,0.00012188254186185077
01172_2#01172_2_4,01172,01172_2,01172_2_4,Surrogate motherhood should be allowed.,Surrogacy will inevitably become commercial.,-1,0.0014165494358167052,0.004002802073955536
00015_18#00015_18_6,00015,00015_18,00015_18_6,Gay marriage should be legalized.,Gays can have stable relationships w/o marriage,-1,0.9570968151092529,0.017384018748998642
00320_1#00320_1_4,00320,00320_1,00320_1_4,UN should recognize Palestinian statehood.,Americas commitment to Israeli security is unshakable.,-1,0.0014911394100636244,3.855529575957917e-05
00320_1#00320_1_5,00320,00320_1,00320_1_5,UN should recognize Palestinian statehood.,"US supports two-state solution, but not via UN",-1,0.00024760235100984573,0.00013019288599025458
00885_1#00885_1_1,00885,00885_1,00885_1_1,Aboriginals should be treated.,Aboriginals deserve differential treatment as compensation for violated treaties:,1,0.005023186560720205,2.732588109211065e-05
00903_3#00903_3_5,00903,00903_3,00903_3_5,Upper oceanic heat transport should be utilized.,This technology could damage fragile and essential ecosystems.,-1,0.009792926721274853,0.05169123783707619
00903_3#00903_3_7,00903,00903_3,00903_3_7,Upper oceanic heat transport should be utilized.,This technology would encourage the development of clouds.,1,0.15024228394031525,0.0027838884852826595
00989_7#00989_7_1,00989,00989_7,00989_7_1,Colleges should ban fraternities.,Would academic and cultural frats be banned too?,-1,0.005039958283305168,0.000125901831779629
00989_7#00989_7_3,00989,00989_7,00989_7_3,Colleges should ban fraternities.,Unfair war on fraternities is being waged,-1,0.00020198195124976337,2.817307904479094e-05
01153_5#01153_5_2,01153,01153_5,01153_5_2,Governments should create a DNA database of all citizens.,Governments can and do abuse data.,-1,0.02263779751956463,0.009879620745778084
01153_5#01153_5_6,01153,01153_5,01153_5_6,Governments should create a DNA database of all citizens.,Weapons against people opposing the government.,-1,0.00029088021256029606,0.00043365458259359
00312_6#00312_6_10,00312,00312_6,00312_6_10,Corporations should be treated as legal persons with equivalent rights.,Corporate personhood favors corporate interests,-1,0.00010043498332379386,3.7451151001732796e-05
00365_1#00365_1_7,00365,00365_1,00365_1_7,Trans fats should be banned.,Trans fats increase risk of female infertility,1,0.19665838778018951,0.6888501644134521
00720_2#00720_2_5,00720,00720_2,00720_2_5,Release photos of a deceased Osama bin Laden.,American people deserve confirmation offered by photos,1,0.9992488026618958,1.6942547517828643e-05
01035_6#01035_6_3,01035,01035_6,01035_6_3,The military should be allowed to recruit in public schools.,Military wrongly targets disadvantaged communities.,-1,0.0012387823080644011,0.0014483523555099964
00612_1#00612_1_3,00612,00612_1,00612_1_3,All election funding should be made transparent.,Issue ad funding transparency is a clear democratic imperative,1,8.063011773629114e-05,0.00011679580347845331
00889_26#00889_26_4,00889,00889_26,00889_26_4,Tibet should seek and gain independence.,No country publicly recognizes Tibet as an independent state.,-1,0.0013564443215727806,0.0019409862579777837
00270_3#00270_3_5,00270,00270_3,00270_3_5,Corps should be able to spend without limit in elections.,Unlimited corporate spending favors Republicans.,-1,0.00010422187187941745,2.005587703024503e-05
00394_1#00394_1_1,00394,00394_1,00394_1_1,Public nudity should be allowed.,Public nudity is a valuable expression of freedom.,-1,0.5350303053855896,0.0028636904899030924
01074_6#01074_6_3,01074,01074_6,01074_6_3,Colleges should ban fraternities.,Most fraternities are openly hostile toward women.,1,6.948219379410148e-05,3.348957034177147e-05
01074_6#01074_6_4,01074,01074_6,01074_6_4,Colleges should ban fraternities.,Sexist fraternity slogans are protected by free speech,-1,6.458745338022709e-05,4.892918514087796e-05
00344_6#00344_6_5,00344,00344_6,00344_6_5,South Ossetia should be independent.,South Ossetia has an effective democratic government,1,0.00035006323014386,0.0002079779951600358
00477_6#00477_6_2,00477,00477_6,00477_6_2,Social security should be privatized.,Privatizing social security helps the poor.,1,0.4700407087802887,0.45220378041267395
00920_3#00920_3_3,00920,00920_3,00920_3_3,The state should make vaccination compulsory.,Compulsory vaccination improves overall public health,1,0.007230406627058983,0.000626334163825959
00970_5#00970_5_2,00970,00970_5,00970_5_2,I should go to law school.,"Lawyers are always beholden to clients"" demands.",-1,0.00020506410510279238,6.0251612012507394e-05
01206_5#01206_5_1,01206,01206_5,01206_5_1,The West should arm Libyan rebels.,The history of the US arming rebels is grim,-1,0.0001547201827634126,0.0001188887981697917
01206_5#01206_5_5,01206,01206_5,01206_5_5,The West should arm Libyan rebels.,Arming rebels has led to long-lasting instability,-1,0.0001488136185798794,1.2460224752430804e-05
00202_4#00202_4_2,00202,00202_4,00202_4_2,Mandatory voting is a good idea.,There are many reasons for not participating in elections.,-1,0.00017009780276566744,4.21860022470355e-05
00202_4#00202_4_3,00202,00202_4,00202_4_3,Mandatory voting is a good idea.,Protest voting composes a small percentage of total.,1,0.0004854746221099049,0.0014942757552489638
00402_30#00402_30_3,00402,00402_30,00402_30_3,You should belong to the Democratic rather than Republican party.,Higher taxes discourage hard work.,-1,9.651754226069897e-05,3.404980088816956e-05
00402_3#00402_3_2,00402,00402_3,00402_3_2,You should belong to the Democratic rather than Republican party.,Democrats tend to be more humble,1,0.00039205982466228306,3.928967271349393e-05
00402_3#00402_3_3,00402,00402_3,00402_3_3,You should belong to the Democratic rather than Republican party.,Republican are unintelligent,1,6.260314694372937e-05,7.415294385282323e-05
00516_5#00516_5_8,00516,00516_5,00516_5_8,Terms for legislators should be limited.,"Term limits counter career politicians, favors citizen leg.",1,7.072863809298724e-05,4.977249409421347e-05
00517_7#00517_7_5,00517,00517_7,00517_7_5,Assisted suicide should be legalized.,The right to life includes a right to die.,1,0.00011172269296366721,6.818570545874536e-05
00753_3#00753_3_2,00753,00753_3,00753_3_2,English should be US official language.,Official English discriminates against non-English speakers,-1,0.00033688003895804286,9.483688336331397e-05
00753_3#00753_3_6,00753,00753_3,00753_3_6,English should be US official language.,Some countries do very well with many official languages.,-1,0.00015015597455203533,2.539676097512711e-05
00753_3#00753_3_7,00753,00753_3,00753_3_7,English should be US official language.,All US citizens should be able to speak English.,1,0.7569135427474976,0.0021472484804689884
00949_2#00949_2_10,00949,00949_2,00949_2_10,The Twin Towers in NYC should be rebuilt.,There are many historical examples of reconstruction.,1,5.688359306077473e-05,3.266599742346443e-05
01046_4#01046_4_1,01046,01046_4,01046_4_1,School students should face mandatory drug-tests.,The benefits outweigh the costs.,-1,0.0021280839573591948,1.6548367057112046e-05
01179_24#01179_24_2,01179,01179_24,01179_24_2,Abortions of any kind should be permitted.,Judaism and the Torah uphold life against abortion,-1,0.0016322331503033638,6.19798302068375e-05
00201_4#00201_4_3,00201,00201_4,00201_4_3,Everyone should have to carry a national identity card.,Identity cards can increase administrative efficiency.,1,0.5910044312477112,0.0023131684865802526
00392_2#00392_2_4,00392,00392_2,00392_2_4,Fat air passengers should be charged extra for their extra weight.,Both give extra weight.,1,0.008911482989788055,0.0013288025511428714
00660_6#00660_6_11,00660,00660_6,00660_6_11,The estate tax should be permanently repealed.,Cost of compliance with estate tax greater than revenue,-1,6.155646406114101e-05,4.163136691204272e-05
00660_6#00660_6_4,00660,00660_6,00660_6_4,The estate tax should be permanently repealed.,Repealing estate tax would cost govt significant revenues,1,0.0010020826011896133,0.00018491066293790936
00660_6#00660_6_7,00660,00660_6,00660_6_7,The estate tax should be permanently repealed.,Estate tax raises interest rates on home loans.,-1,9.00412123883143e-05,3.051862950087525e-05
00660_6#00660_6_9,00660,00660_6,00660_6_9,The estate tax should be permanently repealed.,Estate tax encourages hard work and income generation.,1,0.00010961657972075045,9.754419443197548e-05
00683_2#00683_2_10,00683,00683_2,00683_2_10,Collective bargaining rights for public unions should exist.,Collective bargaining gives public unions unequal power,-1,0.000495541316922754,9.926950588123873e-05
00686_9#00686_9_2,00686,00686_9,00686_9_2,There should be a college football playoffs.,BCS is unfair to smaller teams and conferences,1,9.76789160631597e-05,3.688296055770479e-05
00686_9#00686_9_4,00686,00686_9,00686_9_4,There should be a college football playoffs.,Playoffs would be unfair to some college football teams,-1,0.00013390312960837036,5.5817690736148506e-05
00699_4#00699_4_1,00699,00699_4,00699_4_1,School students should face mandatory drug-tests.,The benefits outweigh the costs.,-1,0.0021280839573591948,1.6548367057112046e-05
00746_5#00746_5_5,00746,00746_5,00746_5_5,New Orleans should be fully rebuilt and restored.,New Orleans is an economically essential port city,1,5.632157626678236e-05,1.942084782058373e-05
00970_8#00970_8_3,00970,00970_8,00970_8_3,I should go to law school.,Not everyone incurs significant debts from law school.,1,0.0003432827943470329,0.00011922781413886696
01145_4#01145_4_2,01145,01145_4,01145_4_2,Governments should completely ban laser pointers.,Laser attackers must be exceptional shots to blind pilots,-1,4.4154618080938235e-05,9.329507156508043e-05
01145_4#01145_4_6,01145,01145_4,01145_4_6,Governments should completely ban laser pointers.,Laser attacks are a growing threat to public safety,1,7.944956450955942e-05,8.210808300646022e-05
00015_12#00015_12_2,00015,00015_12,00015_12_2,Gay marriage should be legalized.,Benefits for gays are much better when in marriage,1,0.051133785396814346,0.009849945083260536
00684_1#00684_1_1,00684,00684_1,00684_1_1,All election funding should be made transparent.,Issue ad funding transparency is a clear democratic imperative,1,8.063011773629114e-05,0.00011679580347845331
00735_6#00735_6_1,00735,00735_6,00735_6_1,The estate tax should be permanently repealed.,Repealing estate tax would cost govt significant revenues,1,0.0010020826011896133,0.00018491066293790936
00735_6#00735_6_2,00735,00735_6,00735_6_2,The estate tax should be permanently repealed.,Estate tax encourages hard work and income generation.,1,0.00010961657972075045,9.754419443197548e-05
00735_6#00735_6_5,00735,00735_6,00735_6_5,The estate tax should be permanently repealed.,Cost of compliance with estate tax greater than revenue,-1,6.155646406114101e-05,4.163136691204272e-05
00735_6#00735_6_7,00735,00735_6,00735_6_7,The estate tax should be permanently repealed.,Estate tax raises interest rates on home loans.,-1,9.00412123883143e-05,3.051862950087525e-05
00746_8#00746_8_1,00746,00746_8,00746_8_1,New Orleans should be fully rebuilt and restored.,Louisiana politicians cannot be trusted with federal funding,-1,5.291789420880377e-05,9.740537643665448e-05
00764_1#00764_1_19,00764,00764_1,00764_1_19,Public schools should teach creationism alongside evolution in science classes.,Schools should teach competing theories,1,0.5225629806518555,0.012036790139973164
00015_4#00015_4_5,00015,00015_4,00015_4_5,Gay marriage should be legalized.,Marriage is about love/commitment; gays qualify,1,5.487537055159919e-05,6.638584454776719e-05
00437_3#00437_3_3,00437,00437_3,00437_3_3,Upper oceanic heat transport should be utilized.,This technology would encourage the development of clouds.,1,0.15024228394031525,0.0027838884852826595
00437_3#00437_3_5,00437,00437_3,00437_3_5,Upper oceanic heat transport should be utilized.,This technology could damage fragile and essential ecosystems.,-1,0.009792926721274853,0.05169123783707619
00517_12#00517_12_5,00517,00517_12,00517_12_5,Assisted suicide should be legalized.,Euthanasia creates a slippery slope to legal murder,-1,8.217281720135361e-05,4.2056832171510905e-05
00753_9#00753_9_3,00753,00753_9,00753_9_3,English should be US official language.,"Immigrants want to learn English, but not enough classes",-1,0.00039546500192955136,5.263420825940557e-05
00860_1#00860_1_1,00860,00860_1,00860_1_1,The US should arm Libyan rebels.,Libyan rebels will be massacred without arms support.,1,0.2522478699684143,0.005316718015819788
00860_1#00860_1_3,00860,00860_1,00860_1_3,The US should arm Libyan rebels.,Libyan rebels are very hard to train and manage.,-1,0.00013430921535473317,3.4078660974046215e-05
00860_1#00860_1_7,00860,00860_1,00860_1_7,The US should arm Libyan rebels.,No controls on how Libyan rebels use Wests weapons,-1,9.237401536665857e-05,8.462749974569306e-05
00860_1#00860_1_8,00860,00860_1,00860_1_8,The US should arm Libyan rebels.,"West should protect Libyan civilians, not arm rebels.",-1,0.1818271279335022,0.0008722289348952472
